UNITID,as_of_year,F2D01__last,F2D16__last,F2A02__last,F2A03__last,total_expenses__last,change_in_net_assets__last,expendable_net_assets__last,endowment_eoy__last,operating_margin__last,expenses_to_revenue__last,assets_to_liabilities__last,operating_margin__mean3,expenses_to_revenue__mean3,assets_to_liabilities__mean3,reported_field_count__mean3,F2D16__slope,total_expenses__slope,expendable_net_assets__slope,F2D16__pct3,total_expenses__pct3,expendable_net_assets__pct3,log_F2D16,log_F2A02,log_F2A03,log_total_expenses,log_expendable_net_assets,log_endowment_eoy,tuition_dependence,total_enrollment__last,undergrad_enrollment__last,total_enrollment__slope,total_enrollment__pct3,undergrad_share__last,endowment_per_student,revenue_per_student,tuition_per_student,log_total_enrollment,closed_within_horizon
102049,2016,102726460,153957812,629166485.0,346742135.0,163185319.0,-42414703.0,134854220.0,316689684.0,-0.2754956208392985,1.0599352957808987,1.8145083088906977,-0.09834244826457543,0.9755856092227569,2.0998676583883333,8.0,-11342738.999998089,8833090.999997847,-36600950.49999095,-0.12842535937821356,0.12140109104687723,-0.35183728624835797,18.85218918129062,20.259906463266987,19.664091937738377,18.910397045468056,18.719704908506184,19.573432940722682,0.667237723539485,5738.0,3282.0,221.99999999994606,0.08386853041178693,0.5719762983617985,55191.64935517602,26831.26734053677,17902.833739979087,8.655040258108363,0
102058,2016,1789523,4867947,2784035.0,263517.0,4151766.0,716181.0,2520518.0,,0.1471217743332045,0.8528782256667955,10.564916115468831,0.09456342132563474,0.7711961138495836,13.363948410540488,3.3333333333333335,-182295.50000002695,599175.9999998357,755662.9999998504,-0.06967765929267977,0.4057514456151423,1.4975604245772856,15.398183051027571,14.839412231387325,12.481876955825896,15.239044584719496,14.739975390663279,,0.36761349291600753,348.0,332.0,-133.49999999996479,-0.43414634146341463,0.9540229885057471,,13988.353448275862,5142.307471264367,5.855071922202427,0
102234,2016,17582594,45342396,152186484.0,82868550.0,45009983.0,332413.0,34047142.0,19709547.0,0.007331174117927,0.992668825882073,1.836480594869827,0.026733492444724966,0.9793016956718907,1.882192672933425,8.0,-5107554.999999355,1230573.9999996952,-2121152.9999996913,-0.18386552484915358,0.05784289981147545,-0.1107956949392428,17.629753068871644,18.840617201814425,18.232766187454548,17.622394889792492,17.343256681018932,16.796613746344384,0.38777381768709357,1589.0,1436.0,-24.999999999996597,-0.03050640634533252,0.9037130270610447,12403.74260541221,28535.176840780365,11065.19446192574,7.371489295214277,0
102261,2016,1340130,2103208,9827209.0,2113228.0,3303479.0,-1200271.0,6195280.0,1518701.0,-0.5706858285057873,1.5706858285057874,4.650330678942358,-0.19054051804561434,1.1905405180456146,5.073774541814093,8.0,-578934.4999998781,286569.99999992,-795695.9999997943,-0.3550572402920876,0.20991532553283676,-0.20437383262066258,14.558974831582262,16.10066562681197,14.563727667441432,15.010487016248796,15.639298431177298,14.233366580633277,0.6371837687950977,182.0,182.0,-9.499999999997517,-0.0945273631840796,1.0,8344.510989010989,11556.087912087913,7363.351648351649,5.209486152841421,1
102270,2016,6113310,16305327,63839810.0,43865636.0,18602769.0,-2297442.0,2126247.0,17944045.0,-0.1409013140306845,1.1409013140306845,1.4553490116956245,-0.03520147954293357,1.0352014795429334,1.4773064495836532,8.0,-2034249.49999926,-1168148.999999587,-749331.4999997283,-0.19969243872015005,-0.11157603153951415,-0.41343454044376277,16.607002483531893,17.97188755057513,17.596641815267517,16.738821052326426,14.569869482068603,16.702768918709882,0.3749271633742764,968.0,968.0,-81.4999999999761,-0.14412024756852343,1.0,18537.236570247933,16844.346074380166,6315.402892561983,6.876264611890766,0
102298,2016,7081382,15758038,68741140.0,12265998.0,14633542.0,1124496.0,54093567.0,2381575.0,0.071360152831209,0.9286398471687908,5.604202772575048,0.15649835143748783,0.843501648562512,5.291132611726167,7.666666666666667,-4808836.49999901,-872788.4999997631,821173.499999809,-0.37901097628358077,-0.10657331447436215,0.03131189322193078,16.572861205718073,18.045858428026207,16.32234168364189,16.498826917292867,17.806225845805923,14.683273011373942,0.4493822136994466,1092.0,1092.0,78.99999999998238,0.16916488222698073,1.0,2180.9294871794873,14430.43772893773,6484.782051282052,6.996681488176539,0
102377,2016,46080705,136541045,407536209.0,180963417.0,139703749.0,-3162704.0,143095243.0,112034863.0,-0.0231630276449107,1.0231630276449106,2.252036437839809,-0.018584104564781698,1.0185841045647817,2.2345369859949824,8.0,-12053224.499997413,-6434537.499998169,-8147750.499998226,-0.15005804572338988,-0.08434709840593893,-0.10223618129293631,18.732135830683816,19.82564034559318,19.013805458305782,18.75503466710242,18.779021008474718,18.53432066653431,0.33748610170663335,3172.0,2601.0,6.99999999999869,0.004433185560481318,0.8199873896595208,35319.94419924338,43045.72667087011,14527.334489281211,8.062432791583195,0
102395,2016,3814743,5155056,22821687.0,444882.0,5036314.0,715350.0,22376805.0,1000000.0,0.1387666787712878,0.9769659146282796,51.29829258095405,0.1709227008876787,0.8451006376952143,50.41491539198042,8.0,-1019137.9999997084,-291558.9999999128,355873.99999990326,-0.2833563083144223,-0.10376813884392587,0.032852348369081144,15.455488732598061,16.94322186986412,13.005566605230186,15.432185221832802,16.923535533951704,13.815511557963774,0.7400003026155293,746.0,270.0,-103.99999999997425,-0.2180293501048218,0.36193029490616624,1340.4825737265417,6910.26273458445,5113.596514745308,6.616065185132817,0
102580,2016,227310,869645,2686994.0,404341.0,1636142.0,766497.0,2235820.0,46833.0,0.8813906824048894,1.8813906824048887,6.645366163708355,0.38373366736032993,1.3837336673603298,12.750365013235735,8.0,-123373.49999996844,170434.49999994732,-440690.99999988225,-0.22102182745845544,0.2631638272395086,-0.2827477975440796,13.675841511274177,14.803934026784583,12.910016333488379,14.307852200637903,14.620119056385398,10.754364713861957,0.26138251815395935,42.0,42.0,-1.9999999999993947,-0.08695652173913043,1.0,1115.0714285714287,20705.833333333332,5412.142857142857,3.7612001156935624,0
102669,2016,5229155,13708116,121409830.0,35038592.0,16764367.0,-3056251.0,71186906.0,88442076.0,-0.2229519359188381,1.222951935918838,3.465031642824004,-0.08279853832149386,1.103044720406827,3.3646098689355775,8.0,-1774891.4999995907,97557.99999999668,-2056487.999999472,-0.20569033345252513,0.01177578877886514,-0.05462128081422492,16.433498697102163,18.614682413541594,17.371960669116678,16.63476623958764,18.080819469022845,18.29785839852624,0.3814641632737861,641.0,348.0,-132.49999999996575,-0.2924944812362031,0.5429017160686428,137975.15756630266,21385.516380655226,8157.808112324493,6.464588303689961,0
103945,2016,2971771,2971771,2510552.0,658735.0,2826440.0,159176.0,1851817.0,,0.0535626735707428,0.9510961645429612,3.811171411872756,0.10769521605497051,0.8958066426857823,3.458433081989293,8.0,-882155.4999997844,-307934.99999988894,-42420.99999999452,-0.3725254334701131,-0.17891183536636734,-0.043808435041997586,14.904668965860813,14.73601360556646,13.398078126239957,14.85452888100734,14.43167841722101,,1.0,190.0,190.0,-39.99999999999009,-0.2962962962962963,1.0,,15640.9,15640.9,5.25227342804663,1
104586,2016,59631000,67852000,,,,,,30186000.0,,,,,,,8.0,3820999.9999990216,,,0.12692243813320048,,,18.03283943533571,,,,,17.22288883182945,0.8788392383422744,2425.0,2356.0,229.999999999945,0.2340966921119593,0.9715463917525773,12447.835051546392,27980.20618556701,24590.103092783505,7.793999089503996,0
104665,2016,571200,869547,,,,,,,,,,,,,8.0,8536.999999996906,,,0.020028786835477486,,,13.675728815393093,,,,,,0.6568937619243124,21.0,3.0,-2.4999999999994267,-0.19230769230769232,0.14285714285714285,,41407.0,27200.0,3.091042453358316,0
105589,2016,11096279,14545595,26123050.0,12878102.0,14621613.0,222849.0,11740066.0,1504882.0,0.0153207208092896,1.0052261870346315,2.028486030006596,0.0230394463207573,0.9805358849465007,1.9615078371855612,8.0,-1648047.4999996442,-1341716.9999997301,402475.999999914,-0.18474118763413108,-0.15506655370540168,0.07361166970915896,16.492798825352445,17.078328662595503,16.371038985184637,16.498011402909462,16.278518079332606,14.224225712279349,0.7628618148656002,927.0,493.0,-104.49999999997587,-0.18397887323943662,0.5318230852211435,1623.3894282632148,15691.04099244876,11970.09600862999,6.833031732786201,0
105899,2016,5931882,10313390,27515328.0,14684167.0,11752242.0,-1438852.0,10930383.0,1900778.0,-0.1395130020294006,1.1395130020294006,1.8738092531908688,-0.0016146585402142348,1.0016146585402141,1.8771278394902862,8.0,-803762.9999995511,-310744.99999983056,797659.9999999043,-0.13484920118554647,-0.050226560588187946,0.1708954722640865,16.148953705892808,17.13025382551881,16.502280464557657,16.279554673953594,16.20705699219798,14.457774360109635,0.5751631616762287,903.0,903.0,88.99999999997972,0.24551724137931036,1.0,2104.959025470653,11421.25138427464,6569.0830564784055,6.806829360392176,0
106306,2016,8545291,17642537,38561926.0,33061952.0,17062799.0,571497.0,5499974.0,,0.0323931303077329,0.9671397600016368,1.166353577671397,0.022172179978354925,1.1594290244188121,1.2066269379002466,7.333333333333333,1951078.999999522,22784.5000000895,-1789468.499999675,0.28399202088967124,0.002677815367130843,-0.39420333562031834,16.685823475744556,17.467776000524346,17.313893723022492,16.652411213172467,15.520254104737823,,0.4843572667581766,1313.0,1313.0,3.4999999999951523,0.005359877488514548,1.0,,13436.814166031987,6508.2185833968015,7.1808311990445555,0
106342,2016,6710722,35229659,92576942.0,28866903.0,22264206.0,12965453.0,-662377.0,59045129.0,0.3680266391451589,0.6319733608548411,3.207027161867693,0.16240578451336352,0.8375942154866364,3.062806498583806,8.0,7593563.999997935,2098701.99999952,-2977591.4999991576,0.7577450173333897,0.23232689437787607,-1.125146661336161,17.37739889940511,18.343550672931492,17.178206306539764,16.918490879665303,-13.403591668941251,17.893812624725655,0.19048501150692376,747.0,747.0,60.999999999988304,0.1952,1.0,79043.01070950468,47161.524765729584,8983.56358768407,6.617402977974478,0
106546,2016,3312956,3513423,,,,,,2600000.0,,,,,,,8.0,-753829.499999792,,,-0.30026575945184725,,,15.072101618528013,,,,,14.77102238760702,0.9429425378043008,918.0,918.0,-88.99999999997968,-0.1624087591240876,1.0,2832.244008714597,3827.2581699346406,3608.884531590414,6.823286122355687,0
106713,2016,6391650,9255153,36864876.0,15993794.0,10716426.0,-1461273.0,18054062.0,2592742.0,-0.1578875033184216,1.1578875033184215,2.3049487820088217,0.05458424904931496,0.945415750950685,2.530281816266981,8.0,-3259830.4999993485,522696.99999988015,-1047117.4999997383,-0.41329558624272844,0.10809539250826593,-0.1039410427590977,16.040691143505537,17.42276981290229,16.58771139248534,16.187288355810587,16.708881314365556,14.768226946612256,0.6906044665063884,1019.0,1019.0,27.499999999991598,0.05705394190871369,1.0,2544.3984298331698,9082.58390578999,6272.473012757606,6.927557906278317,0
106810,2016,1595483,2952395,3979136.0,484407.0,2822097.0,130298.0,2152281.0,1342448.0,0.044132983560804,0.955867016439196,8.214447768095837,0.07415671298314593,0.9258432870168541,9.055945775004588,8.0,104162.49999996737,215884.49999994593,117399.99999997258,0.07591825281425037,0.18063169573380725,0.12245232156146528,14.898127602047147,15.196575519577838,13.090682805801329,14.852991137935792,14.582039232570898,14.110006115816747,0.5404029609859115,249.0,249.0,19.99999999999553,0.19138755980861244,1.0,5391.357429718875,11857.008032128513,6407.562248995984,5.521460917862246,0
107044,2016,74490651,131862759,380821234.0,93116212.0,123561871.0,8300888.0,178326812.0,119174305.0,0.062950965556545,0.937049034443455,4.089741472730871,0.08466003069993044,0.9153399693000696,3.98435140303527,8.0,-758752.9999998972,2901007.9999993686,2851995.9999994775,-0.01137729033601785,0.04926989762343033,0.03304309360720674,18.697272242721134,19.75784062350739,18.349358873165112,18.63225257643404,18.99912845290692,18.59609773566921,0.5649104536027492,6796.0,4889.0,-108.49999999997205,-0.030942535291601313,0.7193937610359035,17535.948351971747,19402.99573278399,10960.955120659211,8.824236617346639,0
107080,2016,17866790,39141319,323186705.0,104580738.0,54085044.0,-13022762.0,126442429.0,186790084.0,-0.3327113733699163,1.3817889989859564,3.0903081311206657,-0.011274890108317096,1.0020096931720983,3.1301800570114455,8.0,-13388162.99999589,-2187555.999999505,-12527753.999997003,-0.4062087776345772,-0.07483921185567825,-0.16538514316534886,17.48268924445295,19.59374075133951,18.465469953059973,17.806068273069847,18.655297663728724,19.04549600419186,0.45646877663984703,1417.0,1405.0,-14.499999999999043,-0.020055325034578148,0.9915314043754411,131820.80733944953,27622.666901905435,12608.884968242766,7.257002707092073,0
107123,2016,476992,811881,,,,,,,,,,,,,8.0,-28187.999999992207,,,-0.06493008406497154,,,13.607110288386767,,,,,,0.5875146727168145,138.0,138.0,8.99999999999764,0.15,1.0,,5883.195652173913,3456.463768115942,4.9344739331306915,0
107141,2016,24042074,51771172,218599115.0,15843607.0,50095792.0,1675380.0,119528931.0,101475534.0,0.0323612530927443,0.9676387469072556,13.79730733033204,0.10782893944195517,0.8921710605580447,14.158672272253606,8.0,-5831676.999998826,1050887.4999998,-2752972.999999333,-0.18386444631114607,0.04379243771155892,-0.044035281451910414,17.762344046531386,19.202750089782707,16.578276696190912,17.729447590473356,18.599069008818848,18.43532829290988,0.46439114803118614,3197.0,2331.0,109.99999999998064,0.07389989922741015,0.7291210509852987,31740.861432593058,16193.672818267125,7520.198310916484,8.0702808933939,0
107512,2016,15568249,35696163,207382044.0,84904307.0,40583999.0,-4887836.0,32875675.0,89602062.0,-0.1369288906485551,1.136928890648555,2.4425385628552387,0.04605874589909816,0.9539412541009019,2.460311073511342,8.0,-7191002.99999821,225278.49999999677,-1824144.499999423,-0.2871911311294149,0.011226472924998558,-0.09988754232700481,17.390553789996204,19.150073278170293,18.25703539204371,17.518884458228662,17.308243610988434,18.31088890223367,0.43613228122025327,1669.0,1669.0,18.99999999999481,0.023298589822194973,1.0,53686.07669263032,21387.75494307969,9327.890353505092,7.4205789054108005,0
107558,2016,7252018,18097764,134451299.0,3278373.0,21320306.0,-3222542.0,49953488.0,94328057.0,-0.1780629916491341,1.178062991649134,41.01159294564712,0.0148814158354873,0.9851185841645126,44.010955229020716,8.0,-6097041.999998829,690124.9999998015,-1616175.4999996012,-0.4025533206161605,0.069219966082342,-0.06077465469708958,16.711299007948707,18.716712609654344,15.002858125737422,16.87517055678301,17.7266029104693,18.36228924311421,0.4007134804056457,688.0,688.0,43.49999999998849,0.1447587354409318,1.0,137104.7340116279,26304.88953488372,10540.723837209302,6.535241271013659,0
107600,2016,4462166,14325239,56721405.0,28758135.0,16980136.0,-2654897.0,18923035.0,9340847.0,-0.1853300318410045,1.1853300318410045,1.9723603425604617,-0.1050195887628273,1.1050195887628274,2.101880992952243,8.0,-1283861.9999997392,671764.9999998929,-3471654.4999991786,-0.151999622564733,0.08592209844003232,-0.26843024278962657,16.477533574351433,17.853662228315333,17.174431276477495,16.647554807130593,16.755890573831135,16.049907598374876,0.3114898117930179,703.0,703.0,16.999999999998337,0.05082212257100149,1.0,13287.122332859175,20377.29587482219,6347.320056899004,6.556778356158042,0
107840,2016,1542505,4195997,2399739.0,227142.0,3578674.0,617323.0,2172597.0,79851.0,0.147121887837384,0.8528781121626159,10.564928546900177,0.06737305343827567,0.9326269465617244,14.552558827732677,7.666666666666667,865063.4999997774,599203.9999998525,565669.4999998444,0.7016294451856748,0.503476502206056,1.08651170027025,15.249641771853788,14.690870956116362,12.333335054071721,15.090503178136789,14.591434244425349,11.287930200292545,0.3676134658818869,394.0,394.0,-103.99999999997453,-0.34551495016611294,1.0,202.66751269035532,10649.738578680202,3914.98730964467,5.978885764901122,0
107877,2016,3837939,9224203,39718806.0,4651101.0,8707330.0,111628.0,24696600.0,12791582.0,0.0121016417353347,0.9439655653718808,8.539656739339781,0.05583875528645277,0.9295169804159524,8.254456261044908,8.0,-77456.00000001071,325651.9999999278,217688.99999995215,-0.01651669693782409,0.08084680958080324,0.017945427480940572,16.037341456905033,17.49733536144345,15.352614738733335,15.979675872478103,17.022176180792865,16.364297934465522,0.41607269484420495,566.0,566.0,-63.499999999985384,-0.18326118326118326,1.0,22599.968197879858,16297.178445229682,6780.810954063604,6.340359303727752,0
108269,2016,1497882,1754379,1541761.0,751161.0,1734661.0,0.0,790600.0,,0.0,0.9887606953799608,2.052504057053015,0.0,0.9868186375017612,1.8890481055880837,8.0,73620.99999999253,67410.9999999926,32615.999999992924,0.09161757833961884,0.084272229893133,0.08992952542709355,14.377626076112035,14.24843647618651,13.52937661986719,14.366323139704527,13.580548694706053,,0.8537961295706344,137.0,,-10.99999999999737,-0.13836477987421383,,,12805.686131386861,10933.445255474453,4.927253685157205,0
108852,2016,8170147,9208139,32109577.0,27941658.0,8927284.0,277945.0,4167919.0,1138022.0,0.0301847094184829,0.96949926581256,1.1491650567049383,0.0965601419839011,0.8946733977424343,1.290752737144734,7.666666666666667,1017710.4999997399,1426394.4999996303,590446.4999998717,0.2837726228746202,0.46963393664823166,0.3953407168200076,16.03559843343856,17.28466492365607,17.14562928726727,16.004622875270798,15.24292766837317,13.944803104360485,0.8872745079108819,338.0,338.0,20.49999999999498,0.13804713804713806,1.0,3366.9289940828403,27243.01479289941,24172.032544378697,5.82600010738045,0
108861,2016,426617,2361092,16978925.0,4048558.0,2656647.0,-295555.0,7571997.0,5358370.0,-0.1251772484934936,1.1251772484934937,4.19382036764695,-0.06233612000572707,1.062336120005727,4.249867818788714,8.0,-487391.99999991537,40395.99999999476,-482828.99999989074,-0.29221230045721125,0.03136511954283141,-0.11310576499050383,14.674635205380826,16.64748348596366,15.21387157330087,14.792575735724796,15.839967527180306,15.49417056894413,0.18068630955507028,82.0,,-6.999999999998753,-0.14583333333333334,,65345.9756097561,28793.80487804878,5202.6463414634145,4.418840607796598,0
108870,2016,12037812,32016666,45174282.0,6672163.0,33647189.0,-1630523.0,28906551.0,11489725.0,-0.0509273201650665,1.0509273201650666,6.770560311551142,-0.02239349865162643,1.0056658550111617,6.738541496350025,8.0,-248349.99999992942,899131.9999997601,-1413015.9999996654,-0.015276794165205781,0.05646231387715598,-0.08905773601852708,17.281767168921974,17.626038522706207,15.71345480305436,17.331440103881654,17.179578840189965,16.256963802717273,0.3759858068919481,366.0,,8.499999999998586,0.04871060171919771,,31392.6912568306,87477.22950819672,32890.19672131148,5.905361848054571,0
109086,2016,2278510,22081365,102003459.0,44619595.0,24690088.0,-2608723.0,31072946.0,23540015.0,-0.118141383016856,1.118141383016856,2.2860686879833847,0.1538992991249359,0.8461007008750641,2.1748797552681127,8.0,-5439114.999998663,2040558.9999995301,1557293.9999998098,-0.33004744142032083,0.1980262963166039,0.11140096281763041,16.91024464340158,18.44051729224185,17.6136836926919,17.021912466013124,17.25184812720917,16.97421233949031,0.10318700859299233,123.0,48.0,7.4999999999981775,0.1388888888888889,0.3902439024390244,191382.23577235773,179523.29268292684,18524.47154471545,4.820281565605037,0
109651,2016,79822000,118409000,239148000.0,95135000.0,117040000.0,1369000.0,95125000.0,80805000.0,0.0115616211605536,0.9884383788394464,2.513775161612445,0.06591435103173177,0.9340856489682682,2.7064222996826146,8.0,800499.9999997636,8160499.999998153,2645499.9999994677,0.013706252996370112,0.16204489718920959,0.058897522096310974,18.589655299484114,19.292593169285,18.370807503968017,18.57802632322023,18.370702384658607,18.207549415140353,0.6741210549873743,2778.0,2535.0,56.99999999998693,0.04279279279279279,0.9125269978401728,29087.473002159826,42623.830093592514,28733.621310295177,7.929846429742503,0
109785,2016,184324873,248516472,359436701.0,198257041.0,241894238.0,416587.0,126816908.0,67747760.0,0.0016762953241988,0.9733529373457386,1.812983282646693,-0.016227065815621663,0.9856373660014787,1.8862397300756946,8.0,-337980.0000003338,-1423899.9999998452,-14053907.499997122,-0.002712602443721084,-0.011635925006067,-0.18142885432172115,19.33101969104232,19.700048647300154,19.105074938655445,19.304011159670367,18.658254942811862,18.031301969207508,0.7417008277825544,11631.0,6379.0,-497.9999999999408,-0.07887859349014018,0.5484481128019947,5824.757974378816,21366.73304101109,15847.723583526782,9.3615151997733,0
110060,2016,1563073,3999283,23802115.0,8055120.0,3664784.0,10462.0,15746995.0,,0.0026159689124275,0.9163602575761706,2.954905079005651,0.044252524170503495,0.9557931850185328,3.4172549006335213,7.666666666666667,-42186.99999999877,106634.00000000295,18222.999999996195,-0.020661382677340433,0.06178965996391151,0.0023198425465590033,15.201625903061753,16.985285042252684,15.901818596206024,15.114280228553497,16.572160174885877,,0.39083830776666717,455.0,346.0,21.499999999993452,0.10436893203883495,0.7604395604395604,,8789.632967032967,3435.3252747252745,6.1224928095143865,0
110097,2016,115432000,166639000,433994000.0,170973000.0,155680000.0,10630000.0,239617000.0,123650693.0,0.0637905892378134,0.934235083023782,2.538377404619443,0.12346657187112936,0.876962896351618,2.4178093367991775,8.0,-2743499.9999988116,4144499.9999990887,18153499.99999612,-0.03187781044118843,0.05623816922335828,0.17857950912399784,18.931340359939828,19.8885412693885,18.957016213112283,18.8633131828254,19.29455237744793,18.632971164532204,0.6927069893602338,6714.0,4437.0,-38.49999999999224,-0.011338536298041525,0.660857908847185,18416.844355078938,24819.630622579683,17192.73160560024,8.812099108957337,0
