UNITID,year,total_enrollment,undergrad_enrollment,grad_enrollment,XEYTOTLT_total
102429,2019,5637.0,5637.0,,R
102553,2019,23371.0,22300.0,1071.0,R
102580,2019,54.0,54.0,,R
102614,2019,12297.0,11045.0,1252.0,R
102632,2019,4066.0,3654.0,412.0,R
102669,2019,597.0,368.0,229.0,R
102711,2019,190.0,190.0,,R
102845,2019,4383.0,4383.0,,R
103501,2019,605.0,605.0,,R
103741,2019,154.0,154.0,,R
103893,2019,2582.0,2582.0,,R
103945,2019,81.0,81.0,,R
103954,2019,84.0,84.0,,R
103963,2019,1135.0,1135.0,,R
104090,2019,2212.0,2189.0,23.0,R
104151,2019,56567.0,46314.0,10253.0,R
104160,2019,11521.0,11521.0,,R
104179,2019,48653.0,37332.0,11321.0,R
104188,2019,127.0,125.0,2.0,R
104346,2019,8518.0,8518.0,,R
104391,2019,71.0,71.0,,R
104425,2019,9842.0,9842.0,,R
104434,2019,57.0,57.0,,R
104443,2019,101.0,101.0,,R
104568,2019,536.0,536.0,,R
104577,2019,8529.0,8529.0,,R
104586,2019,2928.0,2858.0,70.0,R
104665,2019,24.0,,24.0,R
104708,2019,26054.0,26054.0,,R
104717,2019,145131.0,83642.0,61489.0,R
105145,2019,7685.0,7685.0,,R
105154,2019,29837.0,29837.0,,R
105206,2019,5539.0,5539.0,,R
105215,2019,1374.0,1374.0,,R
105297,2019,1996.0,1996.0,,R
105330,2019,34934.0,29814.0,5120.0,R
105349,2019,5841.0,5841.0,,R
105367,2019,1391.0,592.0,799.0,R
105428,2019,16719.0,16719.0,,R
105525,2019,33708.0,33708.0,,R
105534,2019,3425.0,3425.0,,R
105543,2019,1152.0,1152.0,,R
105589,2019,1063.0,558.0,505.0,R
105659,2019,1524.0,1524.0,,R
105668,2019,41496.0,41496.0,,R
105677,2019,34.0,34.0,,R
105747,2019,13022.0,13022.0,,R
105792,2019,5877.0,5877.0,,R
105899,2019,857.0,857.0,,R
106041,2019,2589.0,2589.0,,R
106111,2019,150.0,150.0,,R
106148,2019,9809.0,9809.0,,R
106245,2019,12993.0,9529.0,3464.0,R
106263,2019,2996.0,637.0,2359.0,R
106306,2019,812.0,812.0,,R
106315,2019,236.0,236.0,,R
106324,2019,29.0,29.0,,R
106342,2019,692.0,692.0,,R
106351,2019,187.0,187.0,,R
106360,2019,53.0,53.0,,R
106397,2019,30459.0,25149.0,5310.0,R
106412,2019,2818.0,2686.0,132.0,R
106449,2019,4716.0,4716.0,,R
106458,2019,18977.0,10860.0,8117.0,R
106467,2019,13722.0,12483.0,1239.0,R
106485,2019,3716.0,3191.0,525.0,R
106494,2019,55.0,55.0,,R
106546,2019,894.0,894.0,,R
106625,2019,2182.0,2182.0,,R
106704,2019,12741.0,10512.0,2229.0,R
106713,2019,849.0,849.0,,R
106795,2019,1948.0,1948.0,,R
106810,2019,207.0,207.0,,R
106883,2019,1721.0,1721.0,,R
106892,2019,395.0,395.0,,R
106908,2019,599.0,599.0,,R
106980,2019,3278.0,3278.0,,R
106999,2019,1610.0,1610.0,,R
107044,2019,5717.0,4323.0,1394.0,R
107071,2019,4565.0,3766.0,799.0,R
107080,2019,1226.0,1219.0,7.0,R
107099,2019,39.0,39.0,,R
107123,2019,122.0,122.0,,R
107141,2019,2830.0,2078.0,752.0,R
107220,2019,321.0,321.0,,R
107293,2019,91.0,91.0,,R
107318,2019,1852.0,1852.0,,R
107327,2019,2006.0,2006.0,,R
107442,2019,57.0,57.0,,R
107460,2019,2311.0,2311.0,,R
107488,2019,317.0,317.0,,R
107512,2019,1768.0,1768.0,,R
107521,2019,1663.0,1663.0,,R
107549,2019,1554.0,1554.0,,R
107558,2019,916.0,916.0,,R
107585,2019,2475.0,2475.0,,R
107600,2019,1075.0,1075.0,,R
107619,2019,1941.0,1941.0,,R
107637,2019,1731.0,1731.0,,R
107655,2019,54.0,54.0,,R
107664,2019,7488.0,7488.0,,R
107725,2019,1996.0,1996.0,,R
107743,2019,1051.0,1051.0,,R
107789,2019,151.0,151.0,,R
107831,2019,119.0,119.0,,R
107840,2019,359.0,359.0,,R
107877,2019,555.0,531.0,24.0,R
107974,2019,2150.0,2150.0,,R
107983,2019,5182.0,3889.0,1293.0,R
107992,2019,1968.0,1968.0,,R
108065,2019,18.0,18.0,,R
108092,2019,7365.0,7334.0,31.0,R
108232,2019,13615.0,9267.0,4348.0,R
108269,2019,160.0,,160.0,R
108348,2019,56.0,56.0,,R
108649,2019,182.0,182.0,,R
108667,2019,10575.0,10575.0,,R
108807,2019,15587.0,15587.0,,R
108852,2019,296.0,296.0,,R
108861,2019,62.0,,62.0,R
108870,2019,375.0,,375.0,R
108977,2019,185.0,185.0,,R
109040,2019,2315.0,2315.0,,R
109086,2019,98.0,61.0,37.0,R
109208,2019,46047.0,46047.0,,R
109350,2019,18541.0,18541.0,,R
109651,2019,2970.0,2699.0,271.0,R
109721,2019,632.0,632.0,,R
109730,2019,169.0,169.0,,R
109785,2019,11843.0,6293.0,5550.0,R
109819,2019,36168.0,36168.0,,R
109907,2019,4641.0,4641.0,,R
109934,2019,345.0,345.0,,R
110060,2019,476.0,306.0,170.0,R
110097,2019,6522.0,4159.0,2363.0,R
110194,2019,338.0,338.0,,R
110219,2019,2087.0,2080.0,7.0,R
110246,2019,13659.0,13659.0,,R
110316,2019,1601.0,88.0,1513.0,R
110334,2019,16514.0,16514.0,,R
110361,2019,12862.0,9104.0,3758.0,R
110370,2019,2136.0,1655.0,481.0,R
110398,2019,1037.0,,1037.0,R
110404,2019,2334.0,989.0,1345.0,R
110413,2019,5145.0,3409.0,1736.0,R
110422,2019,23278.0,22130.0,1148.0,R
110468,2019,5610.0,1896.0,3714.0,R
110486,2019,12944.0,11168.0,1776.0,R
110495,2019,11821.0,10307.0,1514.0,R
110510,2019,21967.0,19195.0,2772.0,R
110529,2019,28547.0,26549.0,1998.0,R
110538,2019,19323.0,18053.0,1270.0,R
110547,2019,18196.0,14915.0,3281.0,R
110556,2019,26765.0,23304.0,3461.0,R
110565,2019,46588.0,40350.0,6238.0,R
110574,2019,18549.0,15116.0,3433.0,R
110583,2019,41344.0,34674.0,6670.0,R
110592,2019,29963.0,25613.0,4350.0,R
110608,2019,43348.0,37218.0,6130.0,R
110617,2019,35644.0,31969.0,3675.0,R
110635,2019,45183.0,32700.0,12483.0,R
110644,2019,40623.0,32863.0,7760.0,R
110653,2019,38105.0,31386.0,6719.0,R
110662,2019,47103.0,33703.0,13400.0,R
110671,2019,25816.0,22286.0,3530.0,R
110680,2019,39811.0,31840.0,7971.0,R
110699,2019,3185.0,,3185.0,R
110705,2019,27685.0,24638.0,3047.0,R
110714,2019,20839.0,18774.0,2065.0,R
110778,2019,2080.0,9.0,2071.0,R
110875,2019,104.0,104.0,,R
110918,2019,17.0,17.0,,R
111045,2019,76.0,18.0,58.0,R
111054,2019,305.0,305.0,,R
111081,2019,1618.0,1111.0,507.0,R
111188,2019,1122.0,1091.0,31.0,R
111391,2019,848.0,,848.0,R
111434,2019,10123.0,10123.0,,R
111461,2019,35018.0,35018.0,,R
111513,2019,281.0,281.0,,R
111638,2019,339.0,339.0,,R
111708,2019,297.0,297.0,,R
111717,2019,413.0,413.0,,R
111726,2019,397.0,397.0,,R
111744,2019,268.0,268.0,,R
111762,2019,167.0,167.0,,R
111799,2019,268.0,268.0,,R
111887,2019,28922.0,28922.0,,R
111896,2019,9825.0,9825.0,,R
111920,2019,20005.0,20005.0,,R
111939,2019,30177.0,30177.0,,R
111948,2019,10286.0,7626.0,2660.0,R
111966,2019,934.0,243.0,691.0,R
112075,2019,5795.0,2014.0,3781.0,R
112084,2019,771.0,581.0,190.0,R
112127,2019,103.0,,103.0,R
112172,2019,18672.0,18672.0,,R
112181,2019,139.0,139.0,,R
112190,2019,39537.0,39537.0,,R
112251,2019,2075.0,,2075.0,R
112260,2019,1358.0,1355.0,3.0,R
112288,2019,531.0,531.0,,R
112367,2019,882.0,882.0,,R
112385,2019,19804.0,19804.0,,R
112394,2019,697.0,687.0,10.0,R
112455,2019,128.0,128.0,,R
112525,2019,3841.0,,3841.0,R
112561,2019,3602.0,3602.0,,R
112570,2019,572.0,572.0,,R
112686,2019,11459.0,11459.0,,R
112826,2019,11181.0,11181.0,,R
113096,2019,21015.0,21015.0,,R
113111,2019,9306.0,9306.0,,R
113193,2019,15640.0,15640.0,,R
113218,2019,13454.0,13454.0,,R
113236,2019,21695.0,21695.0,,R
113333,2019,29192.0,29192.0,,R
113449,2019,248.0,248.0,,R
113537,2019,31.0,11.0,20.0,R
113573,2019,14374.0,14374.0,,R
113582,2019,171.0,171.0,,R
113634,2019,30072.0,30072.0,,R
113698,2019,1962.0,1482.0,480.0,R
113704,2019,75.0,,75.0,R
113856,2019,56468.0,56468.0,,R
113980,2019,34373.0,34373.0,,R
114044,2019,387.0,387.0,,R
114114,2019,310.0,,310.0,R
114123,2019,545.0,450.0,95.0,R
114266,2019,14811.0,14811.0,,R
114354,2019,3082.0,3049.0,33.0,R
114390,2019,272.0,272.0,,R
114433,2019,3618.0,3618.0,,R
114460,2019,535.0,535.0,,R
114549,2019,1318.0,,1318.0,R
114585,2019,431.0,,431.0,R
114637,2019,149.0,149.0,,R
114716,2019,29698.0,29698.0,,R
114734,2019,57.0,,57.0,R
114761,2019,86.0,86.0,,R
114789,2019,37849.0,37849.0,,R
114813,2019,5490.0,3883.0,1607.0,R
114840,2019,3570.0,,3570.0,R
114859,2019,31457.0,31457.0,,R
114938,2019,8581.0,8581.0,,R
114947,2019,354.0,354.0,,R
115001,2019,19230.0,19230.0,,R
115010,2019,968.0,968.0,,R
115083,2019,3381.0,652.0,2729.0,R
115126,2019,17732.0,17732.0,,R
115214,2019,210.0,,210.0,R
115296,2019,25028.0,25028.0,,R
115357,2019,165.0,165.0,,R
115393,2019,18538.0,18538.0,,R
115409,2019,923.0,923.0,,R
115658,2019,160.0,160.0,,R
115728,2019,1091.0,689.0,402.0,R
115746,2019,976.0,,976.0,R
115755,2019,8622.0,7886.0,736.0,R
115773,2019,707.0,475.0,232.0,R
115861,2019,10628.0,10628.0,,R
115931,2019,919.0,919.0,,R
116226,2019,267.0,259.0,8.0,R
116350,2019,321.0,321.0,,R
116439,2019,19299.0,19299.0,,R
116563,2019,297.0,297.0,,R
116712,2019,1615.0,606.0,1009.0,R
116846,2019,170.0,70.0,100.0,R
117052,2019,18167.0,18167.0,,R
117104,2019,677.0,572.0,105.0,R
117140,2019,9774.0,6057.0,3717.0,R
117168,2019,819.0,764.0,55.0,R
117195,2019,7185.0,7185.0,,R
117238,2019,200.0,200.0,,R
117247,2019,17068.0,17068.0,,R
117274,2019,4890.0,4890.0,,R
117520,2019,756.0,,756.0,R
117548,2019,280.0,,280.0,R
117557,2019,652.0,118.0,534.0,R
117575,2019,283.0,70.0,213.0,R
117627,2019,2789.0,2036.0,753.0,R
117636,2019,5316.0,1750.0,3566.0,R
117645,2019,33098.0,33098.0,,R
117672,2019,2808.0,2163.0,645.0,R
117690,2019,12560.0,12560.0,,R
117706,2019,27577.0,27577.0,,R
117715,2019,9933.0,9933.0,,R
117724,2019,21363.0,21363.0,,R
117733,2019,26594.0,26594.0,,R
117751,2019,2636.0,1644.0,992.0,R
117788,2019,25897.0,25897.0,,R
117803,2019,282.0,282.0,,R
117867,2019,16005.0,16005.0,,R
117894,2019,13687.0,13687.0,,R
117946,2019,10698.0,6978.0,3720.0,R
117955,2019,505.0,505.0,,R
118134,2019,131.0,131.0,,R
118143,2019,110.0,110.0,,R
118161,2019,212.0,212.0,,R
118198,2019,1240.0,1240.0,,R
118347,2019,7327.0,7327.0,,R
118541,2019,908.0,767.0,141.0,R
118684,2019,6477.0,6477.0,,R
118693,2019,850.0,850.0,,R
118718,2019,15241.0,15241.0,,R
118772,2019,12264.0,12264.0,,R
118888,2019,1354.0,820.0,534.0,R
118912,2019,19622.0,19622.0,,R
118930,2019,12435.0,12435.0,,R
118958,2019,82.0,82.0,,R
118976,2019,24881.0,24881.0,,R
118994,2019,417.0,417.0,,R
119058,2019,774.0,6.0,768.0,R
119067,2019,12220.0,12220.0,,R
119137,2019,20190.0,20190.0,,R
119164,2019,39020.0,39020.0,,R
119173,2019,3485.0,2610.0,875.0,R
119216,2019,21317.0,21317.0,,R
119270,2019,1468.0,1468.0,,R
119331,2019,7568.0,7568.0,,R
119553,2019,1754.0,1754.0,,R
119605,2019,28163.0,13330.0,14833.0,R
119678,2019,3942.0,,3942.0,R
119775,2019,637.0,471.0,166.0,R
119845,2019,190.0,190.0,,R
119951,2019,261.0,261.0,,R
120069,2019,490.0,490.0,,R
120078,2019,1035.0,1035.0,,R
120087,2019,487.0,487.0,,R
120166,2019,83.0,31.0,52.0,R
120184,2019,1753.0,963.0,790.0,R
120254,2019,2110.0,2109.0,1.0,R
120290,2019,15843.0,15843.0,,R
120342,2019,27475.0,27475.0,,R
120403,2019,1288.0,1209.0,79.0,R
120421,2019,10912.0,10912.0,,R
120537,2019,1620.0,1021.0,599.0,R
120661,2019,1223.0,1223.0,,R
120698,2019,1261.0,134.0,1127.0,R
120768,2019,1651.0,743.0,908.0,R
120795,2019,120.0,,120.0,R
120838,2019,58.0,10.0,48.0,R
120865,2019,1326.0,1299.0,27.0,R
120883,2019,7000.0,3875.0,3125.0,R
120953,2019,6422.0,6422.0,,R
120971,2019,34820.0,34820.0,,R
121044,2019,36788.0,36788.0,,R
121150,2019,9814.0,3931.0,5883.0,R
121257,2019,1089.0,1089.0,,R
121275,2019,284.0,284.0,,R
121309,2019,5383.0,3449.0,1934.0,R
121345,2019,1680.0,1680.0,,R
121363,2019,5571.0,5571.0,,R
121433,2019,147.0,147.0,,R
121619,2019,45859.0,45859.0,,R
121628,2019,109.0,,109.0,R
121637,2019,128.0,128.0,,R
121691,2019,5752.0,3320.0,2432.0,R
121707,2019,6345.0,6345.0,,R
121859,2019,304.0,304.0,,R
121868,2019,195.0,195.0,,R
121886,2019,30796.0,30796.0,,R
121901,2019,30458.0,30458.0,,R
121992,2019,547.0,547.0,,R
122117,2019,171.0,20.0,151.0,R
122180,2019,31490.0,31490.0,,R
122205,2019,31495.0,31495.0,,R
122296,2019,2495.0,1100.0,1395.0,R
122339,2019,24195.0,24195.0,,R
122375,2019,35100.0,35100.0,,R
122384,2019,26785.0,26785.0,,R
122409,2019,37838.0,32543.0,5295.0,R
122436,2019,10126.0,6279.0,3847.0,R
122454,2019,476.0,362.0,114.0,R
122506,2019,453.0,223.0,230.0,R
122597,2019,33236.0,29527.0,3709.0,R
122603,2019,173.0,,173.0,R
122612,2019,12388.0,7393.0,4995.0,R
122649,2019,177.0,,177.0,R
122658,2019,24808.0,24808.0,,R
122685,2019,9883.0,9883.0,,R
122728,2019,2712.0,1686.0,1026.0,R
122746,2019,14594.0,14594.0,,R
122755,2019,38805.0,29357.0,9448.0,R
122791,2019,13713.0,13713.0,,R
122834,2019,599.0,595.0,4.0,R
122852,2019,174.0,174.0,,R
122889,2019,21423.0,21423.0,,R
122931,2019,9423.0,5797.0,3626.0,R
122977,2019,40173.0,40173.0,,R
123013,2019,29046.0,29046.0,,R
123095,2019,816.0,,816.0,R
123165,2019,1140.0,1104.0,36.0,R
123217,2019,16022.0,16022.0,,R
123280,2019,70.0,50.0,20.0,R
123299,2019,13151.0,13151.0,,R
123341,2019,25854.0,25854.0,,R
123350,2019,182.0,182.0,,R
123448,2019,438.0,,438.0,R
123457,2019,982.0,818.0,164.0,R
123484,2019,2834.0,2834.0,,R
123493,2019,360.0,360.0,,R
123509,2019,14927.0,14927.0,,R
123527,2019,19888.0,19888.0,,R
123554,2019,4404.0,2995.0,1409.0,R
123563,2019,13835.0,13835.0,,R
123572,2019,10360.0,9406.0,954.0,R
123633,2019,564.0,,564.0,R
123642,2019,297.0,297.0,,R
123651,2019,2813.0,2479.0,334.0,R
123679,2019,894.0,894.0,,R
123800,2019,26177.0,26177.0,,R
123855,2019,108.0,,108.0,R
123916,2019,105.0,,105.0,R
123943,2019,699.0,,699.0,R
123952,2019,643.0,268.0,375.0,R
123961,2019,53186.0,21909.0,31277.0,R
123970,2019,779.0,,779.0,R
124113,2019,12027.0,12027.0,,R
124283,2019,467.0,,467.0,R
124292,2019,407.0,407.0,,R
124487,2019,228.0,187.0,41.0,R
124681,2019,1415.0,1415.0,,R
124706,2019,1211.0,1211.0,,R
124937,2019,1029.0,1029.0,,R
125028,2019,19133.0,19133.0,,R
125037,2019,226.0,,226.0,R
125091,2019,17059.0,17059.0,,R
125170,2019,10549.0,10549.0,,R
125231,2019,80300.0,13676.0,66624.0,R
125310,2019,64.0,64.0,,R
125462,2019,6761.0,6761.0,,R
125471,2019,22669.0,22669.0,,R
125499,2019,12195.0,12195.0,,R
125532,2019,5407.0,5407.0,,R
125718,2019,139.0,,139.0,R
125727,2019,1340.0,1340.0,,R
125763,2019,1974.0,1766.0,208.0,R
125897,2019,1346.0,1181.0,165.0,R
126012,2019,553.0,,553.0,R
126049,2019,389.0,,389.0,R
126076,2019,206.0,206.0,,R
126119,2019,9319.0,9319.0,,R
126164,2019,98.0,98.0,,R
126182,2019,3696.0,2265.0,1431.0,R
126207,2019,8895.0,8895.0,,R
126289,2019,15565.0,15565.0,,R
126359,2019,447.0,447.0,,R
126562,2019,32857.0,21693.0,11164.0,R
126580,2019,17001.0,14244.0,2757.0,R
126605,2019,504.0,504.0,,R
126614,2019,40353.0,33059.0,7294.0,R
126669,2019,13563.0,12178.0,1385.0,R
126678,2019,2313.0,2268.0,45.0,R
126687,2019,1456.0,1456.0,,R
126711,2019,8180.0,8180.0,,R
126748,2019,1722.0,1722.0,,R
126775,2019,6639.0,5116.0,1523.0,R
126784,2019,211.0,211.0,,R
126818,2019,37356.0,28398.0,8958.0,R
126827,2019,46002.0,39810.0,6192.0,R
126863,2019,11350.0,11350.0,,R
126872,2019,139.0,139.0,,R
126915,2019,380.0,380.0,,R
126942,2019,11642.0,11642.0,,R
126951,2019,1634.0,1634.0,,R
126979,2019,1062.0,,1062.0,R
127060,2019,14429.0,6203.0,8226.0,R
127158,2019,6308.0,6308.0,,R
127185,2019,3743.0,3695.0,48.0,R
127200,2019,28074.0,28074.0,,R
127273,2019,275.0,,275.0,R
127316,2019,459.0,459.0,,R
127389,2019,989.0,989.0,,R
127556,2019,10835.0,10650.0,185.0,R
127565,2019,24781.0,23944.0,837.0,R
127617,2019,1731.0,1731.0,,R
127653,2019,1081.0,491.0,590.0,R
127714,2019,1139.0,1139.0,,R
127732,2019,2227.0,2227.0,,R
127741,2019,15950.0,11564.0,4386.0,R
127778,2019,1621.0,1621.0,,R
127820,2019,18701.0,18701.0,,R
127884,2019,9562.0,9562.0,,R
127909,2019,11967.0,11905.0,62.0,R
127918,2019,10092.0,4755.0,5337.0,R
127945,2019,1779.0,1775.0,4.0,R
127954,2019,67.0,20.0,47.0,R
128106,2019,13683.0,5795.0,7888.0,R
128151,2019,1413.0,1413.0,,R
128179,2019,885.0,885.0,,R
128188,2019,1479.0,1479.0,,R
128258,2019,2259.0,2259.0,,R
128328,2019,4330.0,4330.0,,R
128337,2019,157.0,157.0,,R
128391,2019,4196.0,3571.0,625.0,R
128498,2019,1924.0,1435.0,489.0,R
128577,2019,2508.0,2508.0,,R
128586,2019,56.0,56.0,,R
128674,2019,187.0,187.0,,R
128744,2019,6642.0,3945.0,2697.0,R
128771,2019,13866.0,10873.0,2993.0,R
128780,2019,2337.0,2232.0,105.0,R
128896,2019,77.0,77.0,,R
128902,2019,1922.0,1922.0,,R
129002,2019,564.0,564.0,,R
129020,2019,29683.0,20479.0,9204.0,R
129154,2019,4973.0,4885.0,88.0,R
129181,2019,1221.0,1221.0,,R
129215,2019,5714.0,5425.0,289.0,R
129242,2019,5887.0,4561.0,1326.0,R
129349,2019,322.0,322.0,,R
129367,2019,4969.0,4969.0,,R
129428,2019,86.0,,86.0,R
129482,2019,650.0,650.0,,R
129491,2019,174.0,,174.0,R
129525,2019,8861.0,6248.0,2613.0,R
129534,2019,827.0,263.0,564.0,R
129543,2019,6761.0,6761.0,,R
129695,2019,8816.0,8816.0,,R
129729,2019,8564.0,8564.0,,R
129756,2019,3854.0,3854.0,,R
129774,2019,736.0,736.0,,R
129808,2019,5307.0,5307.0,,R
129923,2019,786.0,786.0,,R
129932,2019,968.0,968.0,,R
129941,2019,7634.0,5376.0,2258.0,R
130004,2019,7593.0,7593.0,,R
130040,2019,1815.0,1815.0,,R
130110,2019,102.0,102.0,,R
130174,2019,3956.0,3956.0,,R
130183,2019,15820.0,14475.0,1345.0,R
130217,2019,1748.0,1748.0,,R
130226,2019,11730.0,8026.0,3704.0,R
130253,2019,10324.0,6533.0,3791.0,R
130314,2019,2907.0,1003.0,1904.0,R
130396,2019,9740.0,9740.0,,R
130493,2019,11492.0,9124.0,2368.0,R
130509,2019,766.0,766.0,,R
130590,2019,2396.0,2320.0,76.0,R
130606,2019,5777.0,5777.0,,R
130624,2019,1059.0,1059.0,,N
130697,2019,3524.0,3261.0,263.0,R
130776,2019,6535.0,5808.0,727.0,R
130794,2019,14389.0,6748.0,7641.0,R
130837,2019,65.0,65.0,,R
130873,2019,599.0,599.0,,R
130907,2019,18762.0,18762.0,,R
130934,2019,5003.0,4569.0,434.0,R
130943,2019,25885.0,21190.0,4695.0,R
130989,2019,1804.0,803.0,1001.0,R
131061,2019,192.0,192.0,,R
131098,2019,1459.0,1329.0,130.0,R
131113,2019,20268.0,12413.0,7855.0,R
131159,2019,16079.0,9034.0,7045.0,R
131283,2019,6358.0,3410.0,2948.0,R
131399,2019,5421.0,4959.0,462.0,R
131405,2019,131.0,,131.0,R
131450,2019,1735.0,1228.0,507.0,R
131469,2019,31641.0,13428.0,18213.0,R
131496,2019,22534.0,8325.0,14209.0,R
131520,2019,9536.0,6507.0,3029.0,R
131803,2019,1363.0,1065.0,298.0,R
131830,2019,47.0,47.0,,R
131876,2019,2011.0,1526.0,485.0,R
131973,2019,688.0,,688.0,R
132374,2019,4533.0,4533.0,,R
132408,2019,529.0,508.0,21.0,R
132471,2019,8509.0,4005.0,4504.0,R
132602,2019,3962.0,3795.0,167.0,R
132657,2019,3751.0,2477.0,1274.0,R
132675,2019,289.0,289.0,,R
132693,2019,20364.0,20364.0,,R
132709,2019,59756.0,59756.0,,R
132842,2019,1025.0,200.0,825.0,R
132851,2019,9643.0,9643.0,,R
132879,2019,216.0,211.0,5.0,R
132903,2019,80378.0,68412.0,11966.0,R
132976,2019,543.0,543.0,,R
133021,2019,2636.0,2636.0,,R
133155,2019,946.0,946.0,,R
133386,2019,19532.0,19532.0,,R
133465,2019,1107.0,916.0,191.0,R
133492,2019,2078.0,2078.0,,R
133508,2019,21995.0,21995.0,,R
133526,2019,4754.0,4754.0,,R
133553,2019,7156.0,6387.0,769.0,R
133650,2019,11100.0,8996.0,2104.0,R
133669,2019,36970.0,30624.0,6346.0,R
133702,2019,37699.0,37699.0,,R
133711,2019,3239.0,3225.0,14.0,R
133809,2019,526.0,526.0,,R
133845,2019,1153.0,1153.0,,R
133854,2019,914.0,914.0,,R
133863,2019,792.0,792.0,,R
133872,2019,2409.0,1848.0,561.0,R
133881,2019,7311.0,3954.0,3357.0,R
133942,2019,82.0,82.0,,R
133951,2019,72780.0,59764.0,13016.0,R
133960,2019,1384.0,1384.0,,R
133979,2019,1445.0,1366.0,79.0,R
133997,2019,701.0,701.0,,R
134024,2019,165.0,165.0,,R
134079,2019,3688.0,3011.0,677.0,R
134097,2019,46825.0,36720.0,10105.0,R
134112,2019,6045.0,6045.0,,R
134130,2019,58749.0,38645.0,20104.0,R
134228,2019,44.0,44.0,,R
134237,2019,27834.0,25521.0,2313.0,R
134291,2019,912.0,912.0,,R
134307,2019,1419.0,1419.0,,R
134343,2019,6995.0,6995.0,,R
134495,2019,40744.0,40744.0,,R
134510,2019,284.0,284.0,,R
134529,2019,301.0,301.0,,R
134574,2019,120.0,120.0,,R
134608,2019,23553.0,23553.0,,R
134714,2019,228.0,228.0,,R
134811,2019,1793.0,1716.0,77.0,R
134945,2019,5413.0,3698.0,1715.0,R
135081,2019,29035.0,26400.0,2635.0,R
135142,2019,453.0,453.0,,R
135160,2019,4820.0,4820.0,,R
135179,2019,1175.0,1175.0,,R
135188,2019,6356.0,6356.0,,R
135267,2019,1727.0,1727.0,,R
135276,2019,1246.0,1246.0,,R
135294,2019,1448.0,1448.0,,R
135337,2019,152.0,152.0,,R
135364,2019,1179.0,364.0,815.0,R
135391,2019,14240.0,14240.0,,R
135407,2019,1504.0,1504.0,,R
135522,2019,631.0,631.0,,R
135559,2019,110.0,110.0,,R
135610,2019,277.0,175.0,102.0,R
135647,2019,1686.0,1686.0,,R
135717,2019,86968.0,86968.0,,R
135726,2019,19618.0,12351.0,7267.0,R
135735,2019,3252.0,3252.0,,R
136109,2019,289.0,289.0,,R
136145,2019,1776.0,1776.0,,R
136172,2019,20094.0,17135.0,2959.0,R
136215,2019,23729.0,5415.0,18314.0,R
136233,2019,7691.0,7691.0,,R
136303,2019,1234.0,1234.0,,R
136330,2019,4304.0,3290.0,1014.0,R
136358,2019,44344.0,44344.0,,R
136400,2019,14892.0,14892.0,,R
136473,2019,13758.0,13758.0,,R
136491,2019,1727.0,1727.0,,R
136516,2019,15387.0,15387.0,,R
136659,2019,700.0,700.0,,R
136701,2019,147.0,,147.0,R
136765,2019,664.0,664.0,,R
136774,2019,1570.0,1570.0,,R
136826,2019,1246.0,1246.0,,R
136950,2019,3465.0,2789.0,676.0,R
137023,2019,690.0,690.0,,R
137032,2019,19600.0,14681.0,4919.0,R
137078,2019,38528.0,38528.0,,R
137087,2019,1955.0,1955.0,,R
137096,2019,19711.0,19711.0,,R
137120,2019,2245.0,2245.0,,R
137209,2019,25267.0,25267.0,,R
137245,2019,2636.0,2636.0,,R
137272,2019,79.0,60.0,19.0,R
137281,2019,9846.0,9846.0,,R
137315,2019,3802.0,3802.0,,R
137351,2019,51808.0,37780.0,14028.0,R
137476,2019,5428.0,3335.0,2093.0,R
137546,2019,4604.0,3276.0,1328.0,R
137564,2019,10672.0,9215.0,1457.0,R
137591,2019,576.0,576.0,,R
137713,2019,337.0,337.0,,R
137759,2019,16760.0,16760.0,,R
137777,2019,25.0,23.0,2.0,R
137801,2019,444.0,444.0,,R
137847,2019,10428.0,9140.0,1288.0,R
137856,2019,268.0,268.0,,R
137865,2019,595.0,595.0,,R
137953,2019,456.0,427.0,29.0,R
137962,2019,248.0,248.0,,R
138187,2019,63755.0,63755.0,,R
138275,2019,1270.0,1011.0,259.0,R
138284,2019,627.0,627.0,,R
138293,2019,751.0,663.0,88.0,R
138309,2019,15238.0,15212.0,26.0,R
138354,2019,16122.0,11932.0,4190.0,R
138372,2019,1987.0,1987.0,,R
138479,2019,1535.0,1535.0,,R
138488,2019,2004.0,2004.0,,R
138497,2019,495.0,495.0,,R
138558,2019,5402.0,5402.0,,R
138600,2019,1076.0,1028.0,48.0,R
138655,2019,867.0,867.0,,R
138664,2019,151.0,151.0,,R
138682,2019,4583.0,4583.0,,R
138716,2019,7576.0,7116.0,460.0,R
138761,2019,343.0,343.0,,R
138813,2019,1828.0,1828.0,,R
138822,2019,728.0,728.0,,R
138840,2019,5725.0,5725.0,,R
138868,2019,2636.0,2574.0,62.0,R
138901,2019,3277.0,3277.0,,R
138929,2019,418.0,,418.0,R
138938,2019,355.0,355.0,,R
138947,2019,4202.0,3551.0,651.0,R
138956,2019,6341.0,6341.0,,R
139144,2019,2240.0,2029.0,211.0,R
139153,2019,591.0,321.0,270.0,R
139199,2019,3672.0,2206.0,1466.0,R
139205,2019,1035.0,1035.0,,R
139214,2019,275.0,275.0,,R
139250,2019,4436.0,4436.0,,R
139278,2019,10043.0,10043.0,,R
