UNITID,year,total_enrollment,undergrad_enrollment,grad_enrollment,XEYTOTLT_total
174118,2016,218.0,218.0,,R
174127,2016,857.0,724.0,133.0,R
174136,2016,12255.0,12255.0,,R
174154,2016,411.0,411.0,,R
174190,2016,193.0,193.0,,R
174233,2016,11497.0,10374.0,1123.0,R
174251,2016,2020.0,2020.0,,R
174279,2016,827.0,817.0,10.0,R
174321,2016,133.0,133.0,,R
174358,2016,6972.0,6088.0,884.0,R
174376,2016,10424.0,10424.0,,R
174385,2016,332.0,332.0,,R
174394,2016,101.0,101.0,,R
174428,2016,14632.0,14632.0,,R
174437,2016,1294.0,1251.0,43.0,R
174473,2016,4936.0,4936.0,,R
174491,2016,4038.0,3722.0,316.0,R
174507,2016,1093.0,286.0,807.0,R
174525,2016,122.0,122.0,,R
174570,2016,2547.0,2547.0,,R
174604,2016,441.0,441.0,,R
174738,2016,7515.0,7515.0,,R
174747,2016,1989.0,1989.0,,R
174756,2016,6336.0,6336.0,,R
174783,2016,18857.0,16344.0,2513.0,R
174792,2016,1941.0,1781.0,160.0,R
174817,2016,8010.0,1919.0,6091.0,R
174844,2016,3122.0,3122.0,,R
174862,2016,1259.0,1051.0,208.0,R
174899,2016,5287.0,3233.0,2054.0,R
174914,2016,11451.0,6494.0,4957.0,R
174978,2016,208.0,208.0,,R
175005,2016,6033.0,3810.0,2223.0,R
175014,2016,6511.0,6511.0,,R
175041,2016,9452.0,9452.0,,R
175078,2016,8780.0,8200.0,580.0,R
175120,2016,634.0,634.0,,R
175139,2016,131.0,,131.0,R
175157,2016,802.0,802.0,,R
175227,2016,1402.0,1402.0,,R
175236,2016,4979.0,4979.0,,R
175263,2016,2779.0,2779.0,,R
175272,2016,9483.0,8818.0,665.0,R
175281,2016,1050.0,,1050.0,R
175315,2016,12395.0,12395.0,,R
175342,2016,4059.0,3304.0,755.0,R
175421,2016,6074.0,3514.0,2560.0,R
175430,2016,569.0,529.0,40.0,R
175494,2016,122.0,122.0,,R
175519,2016,2952.0,2952.0,,R
175528,2016,803.0,803.0,,R
175573,2016,4030.0,4030.0,,R
175607,2016,46.0,46.0,,R
175616,2016,5492.0,3044.0,2448.0,R
175643,2016,3114.0,3114.0,,R
175652,2016,7050.0,7050.0,,R
175698,2016,51.0,51.0,,R
175722,2016,41.0,41.0,,R
175786,2016,16013.0,16013.0,,R
175810,2016,8401.0,8401.0,,R
175829,2016,7559.0,7559.0,,R
175856,2016,11462.0,8693.0,2769.0,R
175883,2016,6320.0,6320.0,,R
175935,2016,4616.0,4616.0,,R
175980,2016,887.0,783.0,104.0,R
176008,2016,3621.0,3621.0,,R
176017,2016,25966.0,20903.0,5063.0,R
176035,2016,3256.0,2981.0,275.0,R
176044,2016,2754.0,2355.0,399.0,R
176053,2016,5947.0,3323.0,2624.0,R
176062,2016,76.0,76.0,,R
176071,2016,12539.0,12539.0,,R
176080,2016,23317.0,19030.0,4287.0,R
176169,2016,4357.0,4357.0,,R
176178,2016,10733.0,10733.0,,R
176239,2016,6011.0,6011.0,,R
176318,2016,1005.0,1005.0,,R
176336,2016,57.0,57.0,,R
176354,2016,2439.0,2439.0,,R
176372,2016,17078.0,13747.0,3331.0,R
176390,2016,244.0,244.0,,R
176406,2016,943.0,934.0,9.0,R
176451,2016,134.0,,134.0,R
176479,2016,6303.0,3464.0,2839.0,R
176600,2016,156.0,,156.0,R
176619,2016,353.0,,353.0,R
176628,2016,2368.0,1668.0,700.0,R
176664,2016,426.0,370.0,56.0,R
176716,2016,214.0,214.0,,R
176770,2016,1097.0,999.0,98.0,R
176789,2016,356.0,293.0,63.0,R
176798,2016,328.0,328.0,,R
176910,2016,283.0,283.0,,R
176947,2016,1133.0,1133.0,,R
176965,2016,19511.0,12928.0,6583.0,R
176983,2016,98.0,98.0,,R
176992,2016,19.0,19.0,,R
177038,2016,598.0,88.0,510.0,R
177056,2016,139.0,139.0,,R
177065,2016,25108.0,23686.0,1422.0,R
177083,2016,98.0,98.0,,R
177092,2016,686.0,,686.0,R
177117,2016,328.0,328.0,,R
177126,2016,643.0,,643.0,R
177135,2016,7109.0,7109.0,,R
177144,2016,1194.0,1153.0,41.0,R
177214,2016,5107.0,4633.0,474.0,R
177250,2016,4265.0,4265.0,,R
177278,2016,162.0,,162.0,R
177287,2016,253.0,253.0,,R
177302,2016,1332.0,1332.0,,R
177339,2016,2102.0,1818.0,284.0,R
177418,2016,2035.0,1268.0,767.0,R
177436,2016,36.0,36.0,,R
177472,2016,18658.0,18658.0,,R
177542,2016,1391.0,1291.0,100.0,R
177551,2016,1805.0,1805.0,,R
177579,2016,613.0,613.0,,R
177588,2016,51.0,51.0,,R
177603,2016,75.0,75.0,,R
177676,2016,6258.0,6258.0,,R
177685,2016,102.0,102.0,,R
177719,2016,1076.0,939.0,137.0,R
177746,2016,657.0,657.0,,R
177816,2016,115.0,51.0,64.0,R
177834,2016,4123.0,,4123.0,R
177870,2016,13.0,13.0,,R
177931,2016,58.0,58.0,,R
177940,2016,3583.0,3419.0,164.0,R
177968,2016,15234.0,9539.0,5695.0,R
177977,2016,1481.0,1481.0,,R
177986,2016,1164.0,96.0,1068.0,R
177995,2016,25521.0,25521.0,,R
178004,2016,267.0,267.0,,R
178059,2016,8074.0,3068.0,5006.0,R
178077,2016,140.0,140.0,,R
178110,2016,189.0,189.0,,R
178183,2016,349.0,349.0,,R
178208,2016,2517.0,546.0,1971.0,R
178217,2016,5086.0,5086.0,,R
178244,2016,6140.0,4547.0,1593.0,R
178262,2016,126.0,126.0,,R
178305,2016,899.0,899.0,,R
178314,2016,29.0,29.0,,R
178341,2016,6656.0,6570.0,86.0,R
178369,2016,2048.0,2029.0,19.0,R
178387,2016,6383.0,6090.0,293.0,R
178396,2016,39040.0,29984.0,9056.0,R
178402,2016,20146.0,13702.0,6444.0,R
178411,2016,9659.0,7163.0,2496.0,R
178420,2016,21424.0,17327.0,4097.0,R
178448,2016,7505.0,7505.0,,R
178466,2016,137.0,137.0,,R
178484,2016,169.0,169.0,,R
178518,2016,334.0,,334.0,R
178527,2016,52.0,52.0,,R
178615,2016,6505.0,6045.0,460.0,R
178624,2016,7898.0,6311.0,1587.0,R
178679,2016,737.0,737.0,,R
178697,2016,1577.0,1577.0,,R
178721,2016,16660.0,15066.0,1594.0,R
178767,2016,154.0,154.0,,R
178828,2016,77.0,77.0,,R
178891,2016,2745.0,2745.0,,R
178989,2016,498.0,317.0,181.0,R
179043,2016,3328.0,2226.0,1102.0,R
179052,2016,140.0,140.0,,R
179070,2016,228.0,228.0,,R
179159,2016,19692.0,14458.0,5234.0,R
179195,2016,59.0,59.0,,R
179229,2016,58.0,58.0,,R
179238,2016,48.0,48.0,,R
179256,2016,198.0,198.0,,R
179265,2016,1401.0,445.0,956.0,R
179308,2016,30827.0,30827.0,,R
179317,2016,170.0,,170.0,R
179326,2016,4512.0,3434.0,1078.0,R
179344,2016,2600.0,2600.0,,R
179450,2016,644.0,562.0,82.0,R
179511,2016,470.0,470.0,,R
179539,2016,6832.0,6832.0,,R
179548,2016,994.0,768.0,226.0,R
179557,2016,14203.0,12162.0,2041.0,R
179566,2016,26051.0,21809.0,4242.0,R
179645,2016,5064.0,5064.0,,R
179715,2016,2176.0,2176.0,,R
179812,2016,1182.0,,1182.0,R
179867,2016,16292.0,8440.0,7852.0,R
179894,2016,19802.0,3853.0,15949.0,R
179919,2016,987.0,987.0,,R
179946,2016,1052.0,1052.0,,R
179955,2016,1164.0,1150.0,14.0,R
179964,2016,3008.0,1204.0,1804.0,R
179991,2016,42.0,42.0,,R
180054,2016,648.0,648.0,,R
180063,2016,57.0,57.0,,R
180081,2016,1086.0,1086.0,,R
180090,2016,144.0,144.0,,R
180106,2016,1515.0,1515.0,,R
180151,2016,545.0,545.0,,R
180160,2016,484.0,484.0,,R
180179,2016,5589.0,5062.0,527.0,R
180197,2016,3485.0,3485.0,,R
180203,2016,372.0,372.0,,R
180212,2016,547.0,547.0,,R
180249,2016,2521.0,2521.0,,R
180258,2016,1261.0,1167.0,94.0,R
180276,2016,1853.0,1853.0,,R
180328,2016,459.0,459.0,,R
180373,2016,776.0,776.0,,R
180391,2016,56.0,56.0,,R
180416,2016,2609.0,2306.0,303.0,R
180461,2016,17390.0,15081.0,2309.0,R
180489,2016,15072.0,12291.0,2781.0,R
180522,2016,1605.0,1510.0,95.0,R
180595,2016,1093.0,994.0,99.0,R
180647,2016,1090.0,1090.0,,R
180692,2016,1747.0,1747.0,,R
180771,2016,37.0,37.0,,R
180814,2016,12268.0,7814.0,4454.0,R
180832,2016,1595.0,936.0,659.0,R
180878,2016,811.0,682.0,129.0,R
180902,2016,9247.0,9247.0,,R
180948,2016,3875.0,2874.0,1001.0,R
180957,2016,168.0,168.0,,R
180984,2016,3414.0,1964.0,1450.0,R
181002,2016,10192.0,4586.0,5606.0,R
181020,2016,1078.0,1078.0,,R
181093,2016,620.0,508.0,112.0,R
181127,2016,1385.0,1200.0,185.0,R
181145,2016,31.0,31.0,,R
181190,2016,355.0,355.0,,R
181215,2016,8102.0,5598.0,2504.0,R
181242,2016,774.0,706.0,68.0,R
181297,2016,1198.0,924.0,274.0,R
181303,2016,25131.0,25131.0,,R
181312,2016,5836.0,5836.0,,R
181330,2016,1738.0,1582.0,156.0,R
181376,2016,146.0,146.0,,R
181394,2016,18571.0,14621.0,3950.0,R
181400,2016,1025.0,931.0,94.0,R
181419,2016,290.0,290.0,,R
181428,2016,4073.0,1015.0,3058.0,R
181446,2016,4126.0,3719.0,407.0,R
181464,2016,27908.0,21433.0,6475.0,R
181491,2016,6722.0,6722.0,,R
181534,2016,3479.0,2947.0,532.0,R
181543,2016,39.0,39.0,,R
181604,2016,1233.0,932.0,301.0,R
181640,2016,14723.0,14723.0,,R
181738,2016,990.0,901.0,89.0,R
181765,2016,563.0,563.0,,R
181783,2016,4268.0,3328.0,940.0,R
181792,2016,14.0,14.0,,R
181817,2016,2609.0,2609.0,,R
181853,2016,462.0,443.0,19.0,R
181880,2016,341.0,341.0,,R
181941,2016,771.0,771.0,,R
182005,2016,48615.0,48615.0,,R
182111,2016,1221.0,1221.0,,R
182148,2016,610.0,610.0,,R
182281,2016,31696.0,25566.0,6130.0,R
182290,2016,23476.0,19708.0,3768.0,R
182306,2016,4542.0,4542.0,,R
182458,2016,1746.0,553.0,1193.0,R
182500,2016,15582.0,15582.0,,R
182564,2016,4970.0,4970.0,,R
182634,2016,1231.0,1231.0,,R
182652,2016,79.0,79.0,,R
182661,2016,798.0,685.0,113.0,R
182670,2016,6869.0,4695.0,2174.0,R
182704,2016,122.0,122.0,,R
182722,2016,164.0,164.0,,R
182795,2016,2615.0,1874.0,741.0,R
182829,2016,277.0,,277.0,R
182892,2016,78.0,78.0,,R
182917,2016,89.0,89.0,,R
182953,2016,217.0,217.0,,R
182980,2016,3451.0,2166.0,1285.0,R
182999,2016,55.0,55.0,,R
183026,2016,100304.0,72585.0,27719.0,R
183035,2016,52.0,52.0,,R
183044,2016,16795.0,13852.0,2943.0,R
183062,2016,4729.0,4529.0,200.0,R
183071,2016,1400.0,1038.0,362.0,R
183080,2016,6565.0,4518.0,2047.0,R
183099,2016,5729.0,5729.0,,R
183105,2016,1254.0,1254.0,,R
183114,2016,1733.0,1733.0,,R
183123,2016,2312.0,2312.0,,R
183132,2016,4736.0,4736.0,,R
183141,2016,3230.0,3230.0,,R
183150,2016,3135.0,3135.0,,R
183202,2016,73.0,73.0,,R
183211,2016,3625.0,1865.0,1760.0,R
183239,2016,1976.0,1976.0,,R
183248,2016,223.0,223.0,,R
183257,2016,3416.0,2883.0,533.0,R
183275,2016,88.0,88.0,,R
183488,2016,742.0,742.0,,R
183600,2016,33.0,33.0,,R
183655,2016,8860.0,8860.0,,R
183725,2016,835.0,835.0,,R
183743,2016,20115.0,20115.0,,R
183789,2016,5773.0,5677.0,96.0,R
183804,2016,7906.0,3235.0,4671.0,R
183822,2016,2187.0,2185.0,2.0,R
183859,2016,20133.0,20133.0,,R
183877,2016,15183.0,15183.0,,R
183910,2016,2412.0,1733.0,679.0,R
183938,2016,17288.0,17288.0,,R
183974,2016,2688.0,1751.0,937.0,R
183983,2016,129.0,129.0,,R
184047,2016,101.0,101.0,,R
184056,2016,641.0,641.0,,R
184092,2016,1104.0,1104.0,,R
184180,2016,11308.0,11308.0,,R
184205,2016,4325.0,4325.0,,R
184278,2016,117.0,117.0,,R
184348,2016,2374.0,1633.0,741.0,R
184427,2016,450.0,450.0,,R
184481,2016,14986.0,14986.0,,R
184506,2016,175.0,175.0,,R
184603,2016,10451.0,6528.0,3923.0,R
184612,2016,2381.0,1937.0,444.0,R
184694,2016,3675.0,2678.0,997.0,R
184746,2016,263.0,263.0,,R
184773,2016,2675.0,1725.0,950.0,R
184782,2016,18442.0,14726.0,3716.0,R
184791,2016,9611.0,9611.0,,R
184816,2016,171.0,171.0,,R
184870,2016,656.0,656.0,,R
184959,2016,1251.0,1251.0,,R
184968,2016,175.0,175.0,,R
184995,2016,12248.0,12248.0,,R
185129,2016,10062.0,7469.0,2593.0,R
185174,2016,99.0,99.0,,R
185262,2016,16820.0,13730.0,3090.0,R
185332,2016,652.0,652.0,,R
185396,2016,1732.0,1732.0,,R
185466,2016,383.0,383.0,,R
185509,2016,11603.0,11603.0,,R
185536,2016,17846.0,17846.0,,R
185572,2016,7137.0,4992.0,2145.0,R
185590,2016,23589.0,18348.0,5241.0,R
185651,2016,71.0,71.0,,R
185679,2016,446.0,446.0,,R
185721,2016,653.0,653.0,,R
185758,2016,190.0,,190.0,R
185767,2016,447.0,447.0,,R
185828,2016,12914.0,8992.0,3922.0,R
185873,2016,13236.0,13236.0,,R
185970,2016,299.0,299.0,,R
186016,2016,515.0,515.0,,R
186034,2016,11550.0,11550.0,,R
186052,2016,1187.0,1187.0,,R
186122,2016,564.0,,564.0,R
186131,2016,8476.0,5666.0,2810.0,R
186186,2016,264.0,264.0,,R
186201,2016,6998.0,6456.0,542.0,R
186274,2016,305.0,305.0,,R
186283,2016,5744.0,4520.0,1224.0,R
186335,2016,62.0,62.0,,R
186371,2016,7614.0,5822.0,1792.0,R
186380,2016,55215.0,39735.0,15480.0,R
186399,2016,14239.0,9529.0,4710.0,R
186405,2016,19.0,19.0,,R
186423,2016,60.0,60.0,,R
186432,2016,3986.0,2825.0,1161.0,R
186469,2016,1616.0,1616.0,,R
186584,2016,11015.0,6349.0,4666.0,R
186593,2016,209.0,209.0,,R
186618,2016,1370.0,855.0,515.0,R
186645,2016,11936.0,11936.0,,R
186867,2016,7593.0,3076.0,4517.0,R
186876,2016,10089.0,8971.0,1118.0,R
186900,2016,85.0,85.0,,R
187000,2016,174.0,174.0,,R
187046,2016,17511.0,16506.0,1005.0,R
187134,2016,8913.0,7217.0,1696.0,R
187161,2016,240.0,240.0,,R
187198,2016,15169.0,15169.0,,R
187444,2016,13156.0,11184.0,1972.0,R
187505,2016,1657.0,1657.0,,R
187532,2016,37967.0,37967.0,,R
187596,2016,2289.0,2284.0,5.0,R
187602,2016,88.0,88.0,,R
187620,2016,10867.0,10867.0,,R
187639,2016,5426.0,5426.0,,R
187648,2016,7724.0,5781.0,1943.0,R
187666,2016,3785.0,3785.0,,R
187745,2016,808.0,743.0,65.0,R
187897,2016,4489.0,2715.0,1774.0,R
187903,2016,4248.0,4248.0,,R
187912,2016,455.0,455.0,,R
187958,2016,3160.0,3160.0,,R
187967,2016,2459.0,1755.0,704.0,R
187976,2016,1907.0,1907.0,,R
187985,2016,31578.0,23419.0,8159.0,R
187994,2016,3210.0,3210.0,,R
188003,2016,3246.0,3246.0,,R
188021,2016,1778.0,1778.0,,R
188030,2016,17843.0,14169.0,3674.0,R
188049,2016,3466.0,3466.0,,R
188058,2016,1510.0,1510.0,,R
188100,2016,10592.0,10592.0,,R
188137,2016,7530.0,7530.0,,R
188146,2016,980.0,980.0,,R
188182,2016,1290.0,506.0,784.0,R
188207,2016,224.0,,224.0,R
188216,2016,574.0,574.0,,R
188225,2016,2337.0,2337.0,,R
188261,2016,1326.0,1326.0,,R
188289,2016,108.0,108.0,,R
188304,2016,4551.0,3263.0,1288.0,R
188340,2016,1953.0,1938.0,15.0,R
188429,2016,8373.0,5391.0,2982.0,R
188438,2016,5061.0,5061.0,,R
188517,2016,746.0,746.0,,R
188526,2016,1487.0,1008.0,479.0,R
188535,2016,428.0,,428.0,R
188580,2016,861.0,,861.0,R
188641,2016,2623.0,2014.0,609.0,R
188650,2016,887.0,887.0,,R
188669,2016,107.0,107.0,,R
188678,2016,290.0,290.0,,R
188687,2016,689.0,689.0,,R
188696,2016,311.0,311.0,,R
188854,2016,1829.0,1829.0,,R
188890,2016,1986.0,1986.0,,R
188915,2016,66.0,66.0,,R
188942,2016,181.0,181.0,,R
188988,2016,427.0,427.0,,R
189015,2016,919.0,,919.0,R
189088,2016,2533.0,2135.0,398.0,R
189097,2016,2669.0,2669.0,,R
189219,2016,502.0,502.0,,R
189228,2016,6828.0,6828.0,,R
189264,2016,32.0,32.0,,R
189273,2016,45.0,45.0,,R
189282,2016,268.0,268.0,,R
189404,2016,174.0,174.0,,R
189413,2016,1348.0,1149.0,199.0,R
189422,2016,791.0,791.0,,R
189459,2016,1714.0,1714.0,,R
189468,2016,203.0,203.0,,R
189477,2016,295.0,295.0,,R
189501,2016,1206.0,,1206.0,R
189547,2016,9306.0,9306.0,,R
189556,2016,603.0,603.0,,R
189565,2016,592.0,592.0,,R
189574,2016,869.0,869.0,,R
189583,2016,1133.0,1133.0,,R
189592,2016,781.0,781.0,,R
189705,2016,4694.0,2966.0,1728.0,R
189714,2016,432.0,432.0,,R
189811,2016,750.0,750.0,,R
189839,2016,6800.0,6800.0,,R
189848,2016,1169.0,1169.0,,R
189857,2016,667.0,539.0,128.0,R
189954,2016,100.0,100.0,,R
189981,2016,95.0,,95.0,R
189990,2016,691.0,691.0,,R
190008,2016,60.0,60.0,,R
190044,2016,4733.0,3352.0,1381.0,R
190053,2016,2110.0,2110.0,,R
190071,2016,121.0,121.0,,R
190080,2016,106.0,,106.0,R
190099,2016,3002.0,2991.0,11.0,R
190114,2016,1673.0,1065.0,608.0,R
190150,2016,30379.0,8623.0,21756.0,R
190169,2016,2391.0,2391.0,,R
190239,2016,212.0,212.0,,R
190248,2016,1421.0,1114.0,307.0,R
190293,2016,164.0,164.0,,R
190309,2016,61.0,61.0,,R
190318,2016,463.0,463.0,,R
190372,2016,1026.0,942.0,84.0,R
190415,2016,22462.0,14656.0,7806.0,R
190424,2016,1070.0,,1070.0,R
190442,2016,5261.0,5261.0,,R
190451,2016,363.0,363.0,,R
190503,2016,4313.0,4313.0,,R
190512,2016,22745.0,18799.0,3946.0,R
190521,2016,35506.0,35506.0,,R
190530,2016,15494.0,15494.0,,R
190549,2016,21712.0,17563.0,4149.0,R
190558,2016,16778.0,15614.0,1164.0,R
190567,2016,18869.0,15744.0,3125.0,R
190576,2016,8247.0,2561.0,5686.0,R
190585,2016,9979.0,9979.0,,R
190594,2016,28719.0,20523.0,8196.0,R
190600,2016,17709.0,15452.0,2257.0,R
190619,2016,23264.0,23264.0,,R
190628,2016,26103.0,26103.0,,R
190637,2016,17171.0,14558.0,2613.0,R
190646,2016,8862.0,8862.0,,R
190655,2016,21064.0,21064.0,,R
190664,2016,24444.0,20154.0,4290.0,R
190673,2016,21271.0,21271.0,,R
190682,2016,380.0,,380.0,R
190691,2016,10751.0,10664.0,87.0,R
190707,2016,24.0,24.0,,R
190716,2016,3335.0,2048.0,1287.0,R
190725,2016,3145.0,2260.0,885.0,R
190752,2016,50.0,50.0,,R
190761,2016,2266.0,1677.0,589.0,R
190840,2016,12039.0,12039.0,,R
190956,2016,151.0,151.0,,R
190974,2016,615.0,615.0,,R
190983,2016,1506.0,1360.0,146.0,R
191083,2016,22075.0,22075.0,,R
191126,2016,11483.0,11267.0,216.0,R
191199,2016,9789.0,9789.0,,R
191205,2016,768.0,731.0,37.0,R
191241,2016,17624.0,9785.0,7839.0,R
191287,2016,894.0,894.0,,R
191302,2016,3091.0,3091.0,,R
191311,2016,377.0,377.0,,R
191320,2016,50.0,,50.0,R
191339,2016,8305.0,8305.0,,R
191409,2016,86.0,86.0,,R
191515,2016,2036.0,2036.0,,R
191533,2016,1459.0,1459.0,,R
191597,2016,669.0,669.0,,R
191612,2016,4785.0,4785.0,,R
191621,2016,1593.0,1515.0,78.0,R
191630,2016,2385.0,2378.0,7.0,R
191649,2016,12007.0,7362.0,4645.0,R
191676,2016,1116.0,1095.0,21.0,R
191719,2016,16925.0,16925.0,,R
191728,2016,2020.0,2020.0,,R
191834,2016,567.0,567.0,,R
191931,2016,4521.0,3558.0,963.0,R
191940,2016,82.0,82.0,,R
191959,2016,139.0,139.0,,R
191968,2016,7261.0,6582.0,679.0,R
191986,2016,5839.0,5839.0,,R
192004,2016,376.0,376.0,,R
192022,2016,5270.0,5270.0,,R
192040,2016,369.0,158.0,211.0,R
192110,2016,970.0,600.0,370.0,R
192156,2016,182.0,182.0,,R
192165,2016,148.0,148.0,,R
192192,2016,2358.0,1995.0,363.0,R
192271,2016,2324.0,2099.0,225.0,R
192323,2016,3997.0,3118.0,879.0,R
192439,2016,9349.0,5210.0,4139.0,R
192448,2016,9704.0,6762.0,2942.0,R
192484,2016,188.0,188.0,,R
192509,2016,2278.0,2278.0,,R
192554,2016,332.0,,332.0,R
192563,2016,331.0,91.0,240.0,R
192624,2016,156.0,156.0,,R
192688,2016,1197.0,1197.0,,R
192703,2016,4229.0,3675.0,554.0,R
192712,2016,1089.0,495.0,594.0,R
192749,2016,3142.0,1856.0,1286.0,R
192785,2016,981.0,981.0,,R
192800,2016,56.0,56.0,,R
192819,2016,7305.0,6112.0,1193.0,R
192864,2016,2098.0,2098.0,,R
192925,2016,2683.0,1841.0,842.0,R
192961,2016,123.0,123.0,,R
192970,2016,21.0,21.0,,R
193016,2016,14763.0,9864.0,4899.0,R
193052,2016,343.0,264.0,79.0,R
193061,2016,35.0,32.0,3.0,R
193070,2016,74.0,50.0,24.0,R
193122,2016,172.0,172.0,,R
193186,2016,152.0,152.0,,R
193201,2016,1275.0,1275.0,,R
193247,2016,208.0,149.0,59.0,R
193265,2016,111.0,111.0,,R
193283,2016,9007.0,9007.0,,R
193292,2016,8674.0,6448.0,2226.0,R
193308,2016,11985.0,10585.0,1400.0,R
193326,2016,27586.0,27586.0,,R
193353,2016,2858.0,2393.0,465.0,R
193399,2016,2041.0,1706.0,335.0,R
193405,2016,1167.0,,1167.0,R
193478,2016,30035.0,30035.0,,R
193584,2016,3256.0,2172.0,1084.0,R
193609,2016,80.0,80.0,,R
193645,2016,4422.0,3595.0,827.0,R
193654,2016,12234.0,8586.0,3648.0,R
193672,2016,80.0,80.0,,R
193751,2016,1016.0,,1016.0,R
193760,2016,750.0,750.0,,R
193821,2016,971.0,,971.0,R
193830,2016,1523.0,,1523.0,R
193858,2016,637.0,637.0,,R
193894,2016,394.0,,394.0,R
193900,2016,57321.0,30000.0,27321.0,R
193946,2016,7343.0,7343.0,,R
193973,2016,4668.0,3485.0,1183.0,R
193991,2016,68.0,68.0,,R
194028,2016,2176.0,2176.0,,R
194073,2016,412.0,,412.0,R
194091,2016,9111.0,4407.0,4704.0,R
194116,2016,671.0,513.0,158.0,R
194161,2016,3162.0,1822.0,1340.0,R
194189,2016,138.0,138.0,,R
194222,2016,18756.0,18756.0,,R
194240,2016,8830.0,8830.0,,R
194259,2016,44.0,44.0,,R
194310,2016,15615.0,10231.0,5384.0,R
194392,2016,913.0,913.0,,R
194435,2016,204.0,204.0,,R
194499,2016,1248.0,1248.0,,R
194569,2016,436.0,436.0,,R
194578,2016,6025.0,4513.0,1512.0,R
194657,2016,268.0,164.0,104.0,R
194666,2016,335.0,286.0,49.0,R
194693,2016,51.0,51.0,,R
194736,2016,160.0,160.0,,R
194763,2016,471.0,260.0,211.0,R
194824,2016,7064.0,5914.0,1150.0,R
194879,2016,164.0,164.0,,R
194958,2016,2009.0,1551.0,458.0,R
195003,2016,18986.0,15289.0,3697.0,R
195030,2016,11938.0,6821.0,5117.0,R
195049,2016,209.0,,209.0,R
195058,2016,9723.0,9723.0,,R
195067,2016,947.0,947.0,,R
195128,2016,3398.0,1768.0,1630.0,R
195155,2016,108.0,,108.0,R
195164,2016,2174.0,1684.0,490.0,R
195173,2016,2844.0,2740.0,104.0,R
195191,2016,292.0,292.0,,R
195216,2016,2679.0,2532.0,147.0,R
195234,2016,4998.0,2768.0,2230.0,R
195243,2016,2120.0,1932.0,188.0,R
195289,2016,184.0,184.0,,R
195304,2016,1761.0,1422.0,339.0,R
195322,2016,8062.0,8062.0,,R
195438,2016,189.0,138.0,51.0,R
195474,2016,3339.0,3246.0,93.0,R
195526,2016,2816.0,2798.0,18.0,R
195544,2016,5901.0,4656.0,1245.0,R
195580,2016,90.0,,90.0,R
195702,2016,215.0,215.0,,R
195720,2016,4208.0,2992.0,1216.0,R
195784,2016,739.0,739.0,,R
195809,2016,23063.0,17701.0,5362.0,R
195845,2016,580.0,580.0,,R
195933,2016,719.0,719.0,,R
195988,2016,2114.0,2114.0,,R
196006,2016,4193.0,4193.0,,R
196015,2016,4914.0,4914.0,,R
196024,2016,3864.0,3831.0,33.0,R
196033,2016,2770.0,2770.0,,R
196042,2016,11888.0,11888.0,,R
196051,2016,3557.0,3557.0,,R
196060,2016,19557.0,14671.0,4886.0,R
196079,2016,18451.0,14663.0,3788.0,R
196088,2016,33140.0,22503.0,10637.0,R
196097,2016,29378.0,19410.0,9968.0,R
196103,2016,2395.0,1867.0,528.0,R
196112,2016,3245.0,2371.0,874.0,R
196121,2016,9413.0,7938.0,1475.0,R
196130,2016,11770.0,10293.0,1477.0,R
196149,2016,7761.0,6829.0,932.0,R
196158,2016,5164.0,4831.0,333.0,R
196167,2016,6018.0,5856.0,162.0,R
196176,2016,9144.0,7749.0,1395.0,R
196185,2016,6686.0,6311.0,375.0,R
196194,2016,9485.0,8225.0,1260.0,R
196200,2016,4339.0,3907.0,432.0,R
196219,2016,4946.0,4849.0,97.0,R
196228,2016,381.0,,381.0,R
196237,2016,5467.0,5183.0,284.0,R
196246,2016,6492.0,6043.0,449.0,R
196255,2016,2027.0,445.0,1582.0,R
196264,2016,18972.0,17171.0,1801.0,R
196291,2016,2046.0,1817.0,229.0,R
196307,2016,1534.0,247.0,1287.0,R
196389,2016,927.0,927.0,,R
196413,2016,35783.0,27675.0,8108.0,R
196431,2016,354.0,354.0,,R
196440,2016,23.0,13.0,10.0,R
196468,2016,6365.0,,6365.0,R
196477,2016,2850.0,2850.0,,R
196565,2016,9660.0,9660.0,,R
196583,2016,125.0,125.0,,R
196592,2016,17010.0,8689.0,8321.0,R
196653,2016,1731.0,1731.0,,R
196680,2016,55039.0,50736.0,4303.0,R
196699,2016,4551.0,4551.0,,R
196866,2016,2277.0,2277.0,,R
196884,2016,223.0,,223.0,R
197018,2016,2476.0,2099.0,377.0,R
197027,2016,938.0,908.0,30.0,R
197036,2016,4536.0,4536.0,,R
197045,2016,5551.0,3623.0,1928.0,R
197081,2016,337.0,337.0,,R
197133,2016,2625.0,2625.0,,R
197142,2016,604.0,604.0,,R
197151,2016,4886.0,4036.0,850.0,R
197197,2016,2363.0,1874.0,489.0,R
197221,2016,91.0,91.0,,R
197230,2016,581.0,581.0,,R
197285,2016,1426.0,1426.0,,R
197294,2016,20828.0,20828.0,,R
197337,2016,123.0,123.0,,R
197522,2016,380.0,380.0,,R
197531,2016,807.0,807.0,,R
197601,2016,137.0,137.0,,R
197610,2016,35.0,22.0,13.0,R
197647,2016,153.0,99.0,54.0,R
197674,2016,251.0,226.0,25.0,R
197692,2016,104.0,79.0,25.0,R
197708,2016,6711.0,2949.0,3762.0,R
