UNITID,year,F2D01,F2D16,F2A02,F2A03,total_expenses,change_in_net_assets,expendable_net_assets,assets_to_liabilities,operating_margin,expenses_to_revenue,endowment_boy,endowment_eoy,q_F2D01,q_F2D16,q_F2A02,q_F2A03,q_total_expenses,q_change_in_net_assets,q_expendable_net_assets,q_endowment_eoy,reported_field_count,all_fields_reported
127787,2016,2234407,2641684,729914.0,1496701.0,3408476.0,-766792.0,-766787.0,0.4876819084105643,-0.2902663603973829,1.290266360397383,,,True,True,True,True,True,True,True,True,8,True
127787,2017,1601485,1995550,461154.0,953377.0,4378269.0,274564.0,-492223.0,0.4837058162720519,0.1375881335972539,2.1940161860138807,,,True,True,True,True,True,True,False,True,7,False
127787,2018,965250,1487478,341753.0,2852404.0,3505906.0,-2018428.0,-2510651.0,0.11981227063207035,-1.3569464556786721,2.3569464556786723,,,True,True,True,True,True,True,True,True,8,True
127918,2014,111427948,140278893,192668086.0,83134451.0,134719225.0,5559668.0,84057772.0,2.31754806439992,0.039632961745713235,0.9603670382542868,48318389.0,52876660.0,True,True,True,True,True,True,True,True,8,True
127918,2015,106971805,132185804,190407035.0,79269633.0,130582038.0,1603767.0,84615491.0,2.4020173652122243,0.012132671977393275,0.9878673355877156,52876660.0,55962419.0,True,True,True,True,True,True,True,True,8,True
127918,2016,106367822,127535278,186130852.0,75730812.0,128272640.0,-737362.0,82662378.0,2.4577955403409644,-0.005781631651753643,1.0057816316517536,55962419.0,53344791.0,True,True,True,True,True,True,True,True,8,True
127918,2017,104153026,137142362,205444623.0,80767988.0,132912609.0,4229753.0,95748635.0,2.5436392324147037,0.030842060311021914,0.9691579396889781,53344791.0,57504830.0,True,True,True,True,True,True,True,True,8,True
127918,2018,105180809,149357603,218695653.0,80650153.0,135755063.0,13602540.0,100914622.0,2.7116582531467732,0.09107363620451246,0.9089263637954875,57504830.0,65140880.0,True,True,True,True,True,True,True,True,8,True
127918,2019,102675384,137192344,223432465.0,84431267.0,136236646.0,955699.0,98373626.0,2.6463237250721345,0.006966124873557084,0.9930338824154794,65140880.0,69772662.0,True,True,True,True,True,True,True,True,8,True
127918,2020,94910294,124902326,224068186.0,91817274.0,131652611.0,-6750285.0,43590986.0,2.4403707084573214,-0.05404450994771707,1.0540445099477171,69772662.0,67372749.0,True,True,True,True,True,True,True,True,8,True
127918,2021,92177324,148261649,257849542.0,97945514.0,120608533.0,27653116.0,65519091.0,2.6325814370630596,0.18651563763465223,0.8134843623653477,67372749.0,87776856.0,True,True,True,True,True,True,True,True,8,True
127918,2022,90619707,120027312,251717570.0,96582993.0,124796763.0,-4769451.0,58060366.0,2.6062307884784643,-0.03973638099968447,1.0397363809996845,87776856.0,86329241.0,True,True,True,True,True,True,True,True,8,True
127918,2023,82301623,120445910,235406755.0,90014384.0,130188116.0,-9742206.0,57401571.0,2.6152126420150807,-0.08088448997562474,1.0808844899756247,86329241.0,87852578.0,True,True,True,True,True,True,True,True,8,True
127918,2024,80773242,123070807,225866473.0,88607636.0,131204341.0,-8133534.0,51296885.0,2.5490632996912366,-0.066088247881563,1.066088247881563,87852578.0,92257908.0,True,True,True,True,True,True,True,True,8,True
127954,2014,562561,604053,,,,,,,,,,,True,True,True,True,True,True,True,True,8,True
127954,2015,652773,674347,,,,,,,,,,,True,True,True,True,True,True,True,True,8,True
127954,2016,828624,870764,,,,,,,,,,,True,True,True,True,True,True,True,True,8,True
127954,2017,771387,779798,,,,,,,,,,,True,True,True,True,True,True,True,True,8,True
127954,2018,709657,718465,,,,,,,,,,,True,True,True,True,True,True,True,True,8,True
127954,2019,598113,618329,,,,,,,,,,,True,True,True,True,True,True,True,True,8,True
127954,2020,609692,683367,,,,,,,,,,,True,True,True,True,True,True,True,True,8,True
127954,2021,449436,539649,,,,,,,,,,,True,True,True,True,True,True,True,True,8,True
127954,2022,414614,430242,,,,,,,,,,,True,True,True,True,True,True,True,True,8,True
127954,2023,434025,485341,,,,,,,,,,,True,True,True,True,True,True,True,True,8,True
127954,2024,304240,328426,,,,,,,,,,,True,True,True,True,True,True,True,True,8,True
128425,2014,692428,2512014,3124143.0,1218451.0,2307169.0,204845.0,1905692.0,2.5640284262559594,0.08154612195632667,0.9184538780436733,,,True,True,True,True,True,True,True,True,8,True
128498,2014,20723121,30782690,51435382.0,6690552.0,27348776.0,3433914.0,41355934.0,7.687763580643272,0.11155340875017745,0.8884465912498225,5433307.0,6474325.0,True,True,True,True,True,True,True,True,8,True
128498,2015,20922760,27532087,51561440.0,6327785.0,27043262.0,488825.0,41657305.0,8.148418443420566,0.01775473831678652,0.9822452616832135,6474325.0,6799067.0,True,True,True,True,True,True,True,True,8,True
128498,2016,19630202,28332148,53301564.0,6327832.0,26592071.0,1740077.0,43209930.0,8.4233532116529,0.06141705175336512,0.9385829482466349,6799067.0,6948392.0,True,True,True,True,True,True,True,True,8,True
128498,2017,20136434,29818194,57550418.0,5104038.0,24345546.0,5472648.0,48579074.0,11.275468168536364,0.18353385184897517,0.8164661481510248,6948392.0,7850942.0,True,True,True,True,True,True,True,True,8,True
128498,2018,18290259,25715482,55261727.0,3938793.0,26838928.0,-1123446.0,47332774.0,14.030117094246892,-0.043687534225491084,1.043687534225491,25854170.0,26275879.0,True,True,True,True,True,True,True,True,8,True
128498,2019,18032435,26067414,61150837.0,14082822.0,30322333.0,-4254919.0,42974949.0,4.34222892258384,-0.163227506955619,1.163227506955619,26275879.0,26162088.0,True,True,True,True,True,True,True,True,8,True
128498,2020,18717154,30120409,76187703.0,31916966.0,32917687.0,-2797278.0,35695135.0,2.3870596910746467,-0.09286985445649161,1.0928698544564917,26162088.0,25821156.0,True,True,True,True,True,True,True,True,8,True
128498,2021,19725981,42767444,82618879.0,29102500.0,33521802.0,9245642.0,33196898.0,2.838892844257366,0.21618411425288825,0.7838158857471118,25821156.0,34550522.0,True,True,True,True,True,True,True,True,8,True
128498,2022,18707760,20718585,71777424.0,32185346.0,34642886.0,-13924301.0,34642886.0,2.230127462355073,-0.6720681455804052,1.6720681455804052,34550522.0,25962284.0,True,True,True,True,True,True,True,True,8,True
128498,2023,18908900,36867309,75659174.0,31974331.0,32774544.0,4092765.0,32774544.0,2.3662472875507543,0.11101339129471044,0.8889866087052896,25962284.0,26235233.0,True,True,True,True,True,True,True,True,8,True
128498,2024,17561578,36167933,81554448.0,34935412.0,33233740.0,2934193.0,33233740.0,2.334434985338086,0.0811269198049001,0.9188730801951,26235233.0,31174365.0,True,True,True,True,True,True,True,True,8,True
128586,2014,583293,1765061,,,,,,,,,,,True,True,True,True,True,True,True,True,8,True
128586,2015,476252,2067111,,,,,,,,,,,True,True,True,True,True,True,True,True,8,True
128586,2016,342524,2368153,1526031.0,263790.0,1772262.0,595891.0,1262241.0,5.785022176731491,0.2516269007956834,0.7483730992043166,,,True,True,True,True,True,True,False,True,7,False
128586,2017,325108,2006353,1608734.0,221175.0,1881035.0,125318.0,1387559.0,7.273579744546174,0.062460593923402315,0.9375394060765977,,,True,True,True,True,True,True,False,True,7,False
128586,2018,476950,2302035,6467855.0,3882519.0,2047013.0,255022.0,2585336.0,1.6658913967967703,0.11078111323242262,0.8892188867675774,,,True,True,True,True,True,True,False,True,7,False
128586,2019,558683,2414014,5964826.0,3064291.0,2098815.0,315199.0,2900535.0,1.946559905700862,0.13057049379166816,0.8694295062083318,,,True,True,True,True,True,True,False,True,7,False
128586,2020,473012,2290971,6238435.0,3329402.0,2282473.0,8498.0,2909034.0,1.8737403894152764,0.003709344203833222,0.9962906557961668,,,True,True,True,True,True,True,True,True,8,True
128586,2021,671364,2551694,6147663.0,2936784.0,2389411.0,162283.0,469735.0,2.0933316852720525,0.06359814303752723,0.9364018569624728,,,True,True,True,True,True,True,True,True,8,True
128586,2022,854381,2720728,6175241.0,2874327.0,2631049.0,89679.0,-2387917.0,2.1484128284638455,0.032961398566854164,0.9670386014331458,,,True,True,True,True,True,True,True,True,8,True
128586,2023,1171408,2909690,6341333.0,2980560.0,2849831.0,59859.0,-2291917.0,2.127564283221945,0.02057229464307194,0.979427705356928,,,True,True,True,True,True,True,True,True,8,True
128586,2024,1207641,3040223,6388773.0,2951437.0,2963660.0,76563.0,-2282140.0,2.164631330433277,0.02518335003715188,0.9748166499628481,,,True,True,True,True,True,True,True,True,8,True
128744,2014,68361000,87379000,119142000.0,56234000.0,80907000.0,6472000.0,62355000.0,2.1186826475086247,0.07406813994209135,0.9259318600579086,27609000.0,30696000.0,True,True,True,True,True,True,True,True,8,True
128744,2015,76267000,94735000,149428000.0,84287000.0,92502000.0,2233000.0,64588000.0,1.772847532834245,0.02357101388082546,0.9764289861191745,30696000.0,33617000.0,True,True,True,True,True,True,True,True,8,True
128744,2016,80500000,101069000,155484000.0,92214000.0,102940000.0,-1871000.0,62716000.0,1.6861214132344329,-0.018512105591229754,1.0185121055912298,33617000.0,34133000.0,True,True,True,True,True,True,True,True,8,True
128744,2017,81020000,107547000,152788000.0,86751000.0,104780000.0,2767000.0,65483000.0,1.7612246544708419,0.025728286237644938,0.9742717137623551,34133000.0,38036000.0,True,True,True,True,True,True,True,True,8,True
128744,2018,74845000,98076000,145573000.0,88201000.0,106741000.0,-8665000.0,56679000.0,1.650468815546309,-0.08834985113585382,1.0883498511358538,38036000.0,34028000.0,True,True,True,True,True,True,True,True,8,True
128744,2019,69592000,91964000,136486000.0,87877000.0,100727000.0,-8763000.0,47847000.0,1.5531481502554707,-0.09528728632943326,1.0952872863294332,34028000.0,25322000.0,True,True,True,True,True,True,True,True,8,True
128744,2020,71165000,92226000,128444000.0,74726000.0,87117000.0,5109000.0,14921000.0,1.7188662580627894,0.055396525925444015,0.944603474074556,25322000.0,19446000.0,True,True,True,True,True,True,True,True,8,True
128744,2021,60353000,83834000,56056000.0,25637000.0,80056000.0,-23300000.0,27441000.0,2.186527284783711,-0.2779301953861202,0.9549347520099244,19446000.0,9619000.0,True,True,True,True,True,True,True,True,8,True
128744,2022,58682000,80270000,41863000.0,19148000.0,74570000.0,4008000.0,15048000.0,2.186285773971172,0.04993148125077862,0.9289896598978448,7000.0,2368000.0,True,True,True,True,True,True,True,True,8,True
128744,2023,70357000,97541000,61966000.0,25629000.0,81369000.0,13622000.0,24418000.0,2.417807951929455,0.13965409417578248,0.8342030530751171,2368000.0,14141000.0,True,True,True,True,True,True,True,True,8,True
128744,2024,73085000,96754000,70381000.0,29337000.0,88744000.0,5207000.0,20892000.0,2.399052391178375,0.053816896459061125,0.9172127250552948,14141000.0,18317000.0,True,True,True,True,True,True,True,True,8,True
128902,2014,57602000,142910000,444431000.0,96200000.0,107451000.0,35459000.0,195398000.0,4.619864864864865,0.24812119515779163,0.7518788048422084,237035000.0,277965000.0,True,True,True,True,True,True,True,True,8,True
128902,2015,59652000,119160000,465164000.0,106528000.0,108755000.0,10405000.0,191443000.0,4.366589065785521,0.08731957032561262,0.9126804296743873,277965000.0,283941000.0,True,True,True,True,True,True,True,True,8,True
128902,2016,60207000,92612000,445033000.0,105800000.0,112015000.0,-19403000.0,242872000.0,4.206361058601134,-0.20950848702112038,1.2095084870211203,283941000.0,273576000.0,True,True,True,True,True,True,True,True,8,True
128902,2017,59100000,134631000,476331000.0,118623000.0,116156000.0,18475000.0,245768000.0,4.015502895728484,0.13722693881795425,0.8627730611820458,273576000.0,299116000.0,True,True,True,True,True,True,True,True,8,True
128902,2018,55544000,151452000,512706000.0,121027000.0,117481000.0,33971000.0,210408000.0,4.23629438059276,0.22430208911074137,0.7756979108892587,299116000.0,315189000.0,True,True,True,True,True,True,True,True,8,True
128902,2019,55040000,124490000,524375000.0,117953000.0,109747000.0,14743000.0,217315000.0,4.445626647902131,0.11842718290625753,0.8815728170937425,315189000.0,324450000.0,True,True,True,True,True,True,True,True,8,True
128902,2020,53387000,101634000,516820000.0,116239000.0,107475000.0,-5841000.0,205856000.0,4.446184155059834,-0.05747092508412539,1.0574709250841254,313510000.0,316270000.0,True,True,True,True,True,True,True,True,8,True
128902,2021,50060000,241140000,657601000.0,115130000.0,99250000.0,141890000.0,321949000.0,5.711812733431773,0.5884133698266567,0.4115866301733433,316270000.0,434553000.0,True,True,True,True,True,True,True,True,8,True
128902,2022,48911000,92484000,690547000.0,169194000.0,113602000.0,-21118000.0,289165000.0,4.081391775122049,-0.2283421997318455,1.2283421997318456,434553000.0,416635000.0,True,True,True,True,True,True,True,True,8,True
128902,2023,53537000,145313000,716952000.0,171460000.0,121174000.0,24139000.0,304703000.0,4.1814534002099615,0.16611727787603311,0.8338827221239669,416635000.0,448853000.0,True,True,True,True,True,True,True,True,8,True
128902,2024,55144000,165257000,754976000.0,168526000.0,124299000.0,40958000.0,335635000.0,4.479878475724814,0.24784426680866772,0.7521557331913323,448853000.0,482358000.0,True,True,True,True,True,True,True,True,8,True
129154,2014,49555125,95601137,230834920.0,47555142.0,55006173.0,40725297.0,182533773.0,4.8540475391704225,0.42599176409376804,0.575371535591674,7911131.0,8676876.0,True,True,True,True,True,True,True,True,8,True
129154,2015,51424000,69163000,237113000.0,50433000.0,65763000.0,3400000.0,185723000.0,4.701544623559971,0.0491592325376285,0.9508407674623715,8676876.0,8707000.0,True,True,True,True,True,True,True,True,8,True
129154,2016,54783000,70461000,244794000.0,48460000.0,61313000.0,9654000.0,195369000.0,5.051465125877012,0.13701196406522756,0.8701693135209548,8707000.0,9104000.0,True,True,True,True,True,True,True,True,8,True
129154,2017,55635000,73427000,249156000.0,44691000.0,65429000.0,8131000.0,203488000.0,5.575082231321742,0.11073583286801858,0.8910754899423917,9104000.0,9971000.0,True,True,True,True,True,True,True,True,8,True
129154,2018,55760000,82057000,262887000.0,42261000.0,65766000.0,16161000.0,219638000.0,6.220557961240861,0.1969484626540088,0.8014672727494303,9971000.0,10661000.0,True,True,True,True,True,True,True,True,8,True
129154,2019,54169000,76880000,259230000.0,35359000.0,73835000.0,3245000.0,222871000.0,7.331372493565994,0.04220863683662851,0.9603928199791884,10661000.0,11261000.0,True,True,True,True,True,True,True,True,8,True
129154,2020,52196000,76469000,271434000.0,42863000.0,71769000.0,4700000.0,8512000.0,6.332594545412127,0.06146281499692686,0.9385371850030731,11261000.0,11565000.0,True,True,True,True,True,True,True,True,8,True
129154,2021,51995000,84229000,334163000.0,59366000.0,72820000.0,46226000.0,11706000.0,5.628861637974598,0.5488133540704508,0.86454783981764,11565000.0,13821000.0,True,True,True,True,True,True,True,True,8,True
129154,2022,46487000,60799000,307898000.0,50032000.0,63309000.0,-2510000.0,13592000.0,6.154021426287176,-0.041283573742989195,1.0412835737429893,13821000.0,12411000.0,True,True,True,True,True,True,True,True,8,True
129154,2023,46185000,57183000,305278000.0,51155000.0,59789000.0,-2606000.0,9485000.0,5.967705991594174,-0.04557298497805292,1.0455729849780528,12411000.0,14820184.0,True,True,True,True,True,True,True,True,8,True
129154,2024,45699000,58632000,302301000.0,51272000.0,60853239.0,-3094000.0,9283000.0,5.896025120923701,-0.05276981852913085,1.0378844146541137,14820184.0,15944026.0,True,True,True,True,True,True,True,True,8,True
129242,2014,115990000,228049000,702865000.0,256962000.0,173681000.0,56528000.0,312522000.0,2.735287707910119,0.24787655284609886,0.7615950957908169,271638000.0,313092000.0,True,True,True,True,True,True,True,True,8,True
129242,2015,122777000,198851000,716196000.0,247354000.0,179992000.0,22939000.0,332314000.0,2.895429222895122,0.11535773015976787,0.9051601450332158,313092000.0,317035000.0,True,True,True,True,True,True,True,True,8,True
129242,2016,127306000,198295000,785505000.0,301751000.0,186018000.0,14912000.0,343829000.0,2.603156244718327,0.07520108928616455,0.9380871933230792,317035000.0,310278000.0,True,True,True,True,True,True,True,True,8,True
129242,2017,127912000,279043000,881246000.0,302599000.0,187273000.0,94893000.0,431225000.0,2.9122568151249673,0.34006586798450417,0.6711259554978982,310278000.0,349348000.0,True,True,True,True,True,True,True,True,8,True
129242,2018,131853367,226765587,856003002.0,331672887.0,229272579.0,-2506991.0,382690317.0,2.58086517032669,-0.011055429675932265,1.0110554340857725,349348000.0,331859000.0,True,True,True,True,True,True,True,True,8,True
129242,2019,139819055,233951807,866551747.0,326276077.0,216425935.0,17525872.0,394028220.0,2.6558850252450474,0.07491231730473448,0.9250876826952655,331859000.0,339671000.0,True,True,True,True,True,True,True,True,8,True
129242,2020,141347809,211579741,854951548.0,312928827.0,209832690.0,1747051.0,227965674.0,2.7320958449123642,0.008257175246282205,0.9917428247537178,339671000.0,317391000.0,True,True,True,True,True,True,True,True,8,True
129242,2021,147463020,335521790,985000664.0,329608259.0,222152106.0,113369684.0,350757921.0,2.9883980061312725,0.33789067470103806,0.6621093252989619,317391000.0,411345000.0,True,True,True,True,True,True,True,True,8,True
129242,2022,160685919,210282237,998796729.0,362988989.0,229866902.0,-19584665.0,302466144.0,2.7515896053805644,-0.09313513722987453,1.0931351372298745,411345000.0,357565000.0,True,True,True,True,True,True,True,True,8,True
129242,2023,175325403,311227734,1043739914.0,356391497.0,259687057.0,51540677.0,284728022.0,2.928633041994265,0.165604383444825,0.834395616555175,357565000.0,379993000.0,True,True,True,True,True,True,True,True,8,True
129242,2024,187476109,347035680,1085456179.0,344855473.0,293783390.0,53252289.0,293892683.0,3.1475683698950605,0.15344903152321399,0.8465509655952379,379993000.0,411058000.0,True,True,True,True,True,True,True,True,8,True
129428,2014,4176000,16671000,15541000.0,4144000.0,17655000.0,-623000.0,11397000.0,3.750241312741313,-0.03737028372623118,1.0590246535900665,4525000.0,4936000.0,True,True,True,True,True,True,True,True,8,True
129428,2015,2966000,15054000,17082000.0,5934000.0,13869000.0,-249000.0,11148000.0,2.878665318503539,-0.01654045436428856,0.9212833798326027,4936000.0,2842000.0,True,True,True,True,True,True,True,True,8,True
129428,2016,1616000,1601000,11289000.0,1693000.0,3201000.0,-1552000.0,9596000.0,6.668044890726521,-0.9693941286695815,1.9993753903810119,2842000.0,2742000.0,True,True,True,True,True,True,True,True,8,True
129428,2017,1092000,1461000,10150000.0,1715000.0,2595000.0,-1161000.0,8435000.0,5.918367346938775,-0.7946611909650924,1.7761806981519508,2742000.0,2928000.0,True,True,True,True,True,True,True,True,8,True
129428,2018,948000,1254000,8812000.0,1807000.0,2584000.0,-1430000.0,7005000.0,4.876591034864417,-1.1403508771929824,2.0606060606060606,2928000.0,3051000.0,True,True,True,True,True,True,True,True,8,True
129428,2019,1041000,1184000,8159000.0,1863000.0,2805000.0,-709000.0,6296000.0,4.379495437466452,-0.5988175675675675,2.3690878378378377,3051000.0,3006000.0,True,True,True,True,True,True,True,True,8,True
129428,2020,1656000,1763000,7273000.0,1839000.0,3441000.0,-861000.0,1965000.0,3.954866775421425,-0.4883720930232558,1.9517867271695972,3006000.0,2904000.0,True,True,True,True,True,True,True,True,8,True
129428,2021,2301000,3720000,7443000.0,2001000.0,3892000.0,8000.0,3860000.0,3.719640179910045,0.002150537634408602,1.0462365591397849,2904000.0,4149000.0,True,True,True,True,True,True,True,True,8,True
129428,2022,2112000,1444000,5030000.0,1914000.0,3826000.0,-2326000.0,1616000.0,2.628004179728318,-1.610803324099723,2.649584487534626,4149000.0,3282000.0,True,True,True,True,True,True,True,True,8,True
129428,2023,2032000,2204000,3390000.0,1858000.0,4106000.0,-1584000.0,408000.0,1.8245425188374595,-0.7186932849364791,1.8629764065335752,3282000.0,3468000.0,True,True,True,True,True,True,True,True,8,True
129491,2014,1029990,9895960,50255897.0,578189.0,4498184.0,5397776.0,32560383.0,86.91949691190943,0.5454524876818418,0.4545475123181581,41353296.0,46748419.0,True,True,True,True,True,True,True,True,8,True
129491,2015,1247101,5176519,50859027.0,425887.0,4421087.0,755432.0,27681454.0,119.4190642118684,0.14593436245476932,0.8540656375452307,46748419.0,43947561.0,True,True,True,True,True,True,True,True,8,True
129491,2016,1192446,3043478,49298560.0,417969.0,4596027.0,-1552549.0,29528904.0,117.9478860872457,-0.510123286581996,1.510123286581996,43947561.0,42277329.0,True,True,True,True,True,True,True,True,8,True
129491,2017,1160159,8613809,53230411.0,349112.0,4613101.0,4000708.0,33180590.0,152.47373622218657,0.46445283381602726,0.5355471661839727,42277329.0,46294654.0,True,True,True,True,True,True,True,True,8,True
129491,2018,1081809,12747547,60665324.0,152264.0,5115786.0,7631761.0,34586045.0,398.42197761782165,0.5986846724314882,0.4013153275685118,45543567.0,47347666.0,True,True,True,True,True,True,True,True,8,True
129491,2019,995220,6121951,61778304.0,151508.0,5008215.0,1113736.0,35818025.0,407.75605248567734,0.1819250105072713,0.8180749894927287,47403024.0,47927773.0,True,True,True,True,True,True,True,True,8,True
129491,2020,1137621,3607164,60859478.0,631435.0,5005917.0,-1398753.0,22553301.0,96.38280741485664,-0.3877708360362878,1.3877708360362877,47927773.0,47102580.0,True,True,True,True,True,True,True,True,8,True
129491,2021,669200,26730840,82751119.0,715929.0,4923693.0,21807147.0,51401568.0,115.58565025302788,0.8158047783010186,0.1841952216989814,47102580.0,60145202.0,True,True,True,True,True,True,True,True,8,True
129491,2022,782457,-5341886,70630501.0,249460.0,6312263.0,-11654149.0,44037970.0,283.1335725166359,2.1816543819916787,-1.1816543819916785,60145202.0,50383043.0,True,True,True,True,True,True,True,True,8,True
129491,2023,804897,8620371,72180481.0,275009.0,7095940.0,1524431.0,45147376.0,262.46588657098494,0.17684053273345196,0.8231594672665481,50383043.0,52363882.0,True,True,True,True,True,True,True,True,8,True
129491,2024,945332,12786856,77703393.0,319411.0,7308346.0,5478510.0,48700601.0,243.27087357667708,0.4284485568618275,0.5715514431381725,52363882.0,56705623.0,True,True,True,True,True,True,True,True,8,True
129525,2014,104360000,190672000,354802000.0,166362000.0,167521000.0,23151000.0,105635000.0,2.132710594967601,0.12141793236552824,0.8785820676344718,128453000.0,146113000.0,True,True,True,True,True,True,True,True,8,True
129525,2015,107873000,176926000,358922000.0,167323000.0,173767000.0,3159000.0,105901000.0,2.1450846566222217,0.01785492239693431,0.9821450776030657,146113000.0,148917000.0,True,True,True,True,True,True,True,True,8,True
129525,2016,108250000,180679000,357148000.0,171813000.0,181629000.0,-6264000.0,97678000.0,2.0787018444471608,-0.03466921999789682,1.0052579436459135,148917000.0,145522000.0,True,True,True,True,True,True,True,True,8,True
129525,2017,107234000,203686000,372564000.0,162165000.0,181148000.0,25064000.0,118046000.0,2.2974377948385905,0.12305214889584949,0.8893492925385151,145522000.0,164456000.0,True,True,True,True,True,True,True,True,8,True
129525,2018,103523000,193058000,371139000.0,147918000.0,181552000.0,12822000.0,155086000.0,2.5090861152800876,0.06641527416631271,0.9404013301702079,164456000.0,178755000.0,True,True,True,True,True,True,True,True,8,True
129525,2019,110127000,187199000,365332000.0,143786000.0,185419000.0,-1675000.0,157067000.0,2.540803694379147,-0.008947697370178259,0.9904914021976613,178755000.0,182812000.0,True,True,True,True,True,True,True,True,8,True
129525,2020,105831000,170162000,419406000.0,210385000.0,176454000.0,-12525000.0,18660000.0,1.9935166480500035,-0.07360632808735205,1.0369765282495504,182812000.0,176055000.0,True,True,True,True,True,True,True,True,8,True
129525,2021,103730000,231904000,471525000.0,204092000.0,175817000.0,58412000.0,22185000.0,2.310355133959195,0.25188008831240516,0.75814561197737,176055000.0,232738000.0,True,True,True,True,True,True,True,True,8,True
129525,2022,88228000,125019000,412315000.0,203174000.0,184943000.0,-58292000.0,23282000.0,2.029368915313967,-0.46626512770058953,1.4793191434901896,232738000.0,191364000.0,True,True,True,True,True,True,True,True,8,True
129525,2023,94066000,179886000,426159000.0,223053000.0,186221000.0,-6035000.0,12902260.0,1.9105728234993478,-0.03354902549392393,1.0352167483850883,191364000.0,183500000.0,True,True,True,True,True,True,True,True,8,True
129525,2024,98867000,189650000,432232000.0,218412000.0,183606000.0,10714000.0,51075000.0,1.9789755141658882,0.05649354073292908,0.9681307672027419,183500000.0,194773000.0,True,True,True,True,True,True,True,True,8,True
129534,2014,2791435,3432351,10919026.0,947196.0,3209911.0,222440.0,9971830.0,11.527736603617415,0.06480689183594568,0.9351931081640543,,,True,True,True,True,True,True,True,True,8,True
129534,2015,2994992,3359053,11015697.0,906029.0,3221215.0,137838.0,10109668.0,12.158216789970298,0.041034779742981135,0.9589652202570189,,,True,True,True,True,True,True,True,True,8,True
129534,2016,2924466,6092035,13476414.0,888956.0,3614245.0,2477790.0,12587458.0,15.159821183500645,0.4067261596494439,0.5932738403505561,,,True,True,True,True,True,True,True,True,8,True
129534,2017,2508709,6585321,16686515.0,873597.0,3359861.0,2616653.0,15812918.0,19.10092983377919,0.3973463100735712,0.5102045898749659,,,True,True,True,True,True,True,True,True,8,True
129534,2018,2354152,3566524,16331949.0,852174.0,3899667.0,-372729.0,15479775.0,19.1650402382612,-0.1045076382494552,1.0934083157718832,,,True,True,True,True,True,True,True,True,8,True
129534,2019,2695388,3565463,15695438.0,799762.0,4149562.0,-584099.0,14895676.0,19.62513597795344,-0.16382136064797195,1.163821360647972,,,True,True,True,True,True,True,True,True,8,True
129534,2020,3236284,4280122,15042875.0,262874.0,4395797.0,-115675.0,14753823.0,57.2246589620883,-0.027026098788772844,1.027026098788773,,,True,True,True,True,True,True,True,True,8,True
129534,2021,3347399,6428580,16690513.0,371632.0,4889700.0,1538880.0,16292686.0,44.91139891075042,0.2393810141586478,0.7606189858413522,,,True,True,True,True,True,True,True,True,8,True
129534,2022,3561613,5467346,16975165.0,616621.0,5009183.0,458163.0,16336728.0,27.529333253327408,0.08379989120864127,0.9162001087913587,,,True,True,True,True,True,True,True,True,8,True
129534,2023,3515281,4474978,16594392.0,848253.0,5087383.0,612405.0,15740439.0,19.56302188144339,0.13685095211641263,1.1368509521164127,,,True,True,True,True,True,True,True,True,8,True
129534,2024,4184854,5726381,17327543.0,723371.0,4868348.0,858033.0,16502169.0,23.953881203421204,0.14983861534885645,0.8501613846511435,,,True,True,True,True,True,True,True,True,8,True
129686,2014,1448659,5390167,12746161.0,1780563.0,3994709.0,1395458.0,7066137.0,7.158500429358579,0.2588895668724179,0.7411104331275822,4757384.0,4499580.0,True,True,True,True,True,True,True,True,8,True
129774,2014,11654930,23206198,34982219.0,19030650.0,21927366.0,1278832.0,14843271.0,1.8382041075843443,0.05510734675279423,0.9448926532472057,7272303.0,8479053.0,True,True,True,True,True,True,True,True,8,True
129774,2015,10367812,20309057,33235639.0,17615940.0,20640927.0,-331870.0,14386618.0,1.886679847910472,-0.016340985206747906,1.016340985206748,8479053.0,8805679.0,True,True,True,True,True,True,True,True,8,True
129774,2016,9673759,19858640,31333998.0,15939287.0,20083628.0,-224988.0,14125641.0,1.9658343563297405,-0.011329476741609697,1.0113294767416097,8805679.0,8057239.0,True,True,True,True,True,True,True,True,8,True
129774,2017,9005886,21305335,31768240.0,15371399.0,20303205.0,1002130.0,15098834.0,2.066711039118821,0.04703657558071722,0.9529634244192827,8057239.0,8615022.0,True,True,True,True,True,True,True,True,8,True
129774,2018,16497172,20896606,32280595.0,15470239.0,20483091.0,413515.0,15504273.0,2.08662548781567,0.019788620218996328,0.9802113797810037,8615022.0,7898840.0,True,True,True,True,True,True,True,True,8,True
129774,2019,17424666,21547829,31621920.0,14480837.0,21217102.0,330727.0,15068023.0,2.1837080273743843,0.015348506803167966,0.984651493196832,7898840.0,7728371.0,True,True,True,True,True,True,True,True,8,True
129774,2020,16082501,22223271,42184925.0,23370007.0,20549436.0,1673835.0,3498275.0,1.8050882483689457,0.07531902031883606,0.9246809796811639,7728371.0,8241793.0,True,True,True,True,True,True,True,True,8,True
129774,2021,15809424,22517672,44507420.0,23918495.0,20743665.0,1774007.0,2536799.0,1.860795171268092,0.07878287773265372,0.9212171222673463,8241793.0,9530459.0,True,True,True,True,True,True,True,True,8,True
129774,2022,16143068,23700852,45161942.0,22348664.0,21476499.0,2224353.0,5394243.0,2.020789341143614,0.09385118307139338,0.9061488169286066,9530459.0,7947276.0,True,True,True,True,True,True,True,True,8,True
