UNITID,F2D01__last,F2D16__last,F2A02__last,F2A03__last,total_expenses__last,change_in_net_assets__last,expendable_net_assets__last,endowment_eoy__last,operating_margin__last,expenses_to_revenue__last,assets_to_liabilities__last,operating_margin__mean3,expenses_to_revenue__mean3,assets_to_liabilities__mean3,reported_field_count__mean3,F2D16__slope,total_expenses__slope,expendable_net_assets__slope,F2D16__pct3,total_expenses__pct3,expendable_net_assets__pct3,log_F2D16,log_F2A02,log_F2A03,log_total_expenses,log_expendable_net_assets,log_endowment_eoy,tuition_dependence,closed_by_2024,as_of_year
108870,15778704,39396163,62543366.0,7739301.0,39494400.0,-98237.0,54804065.0,25150497.0,-0.0024935677111499,1.00249356771115,8.081268062839266,0.022307425294422326,0.9723895007002976,8.093897255049969,8.0,885011.718181813,529405.7818181979,3018379.8454545285,0.21169130873745892,0.24005441313953296,0.727059691295852,17.48917900912224,17.951370746088752,15.861822060620817,17.491669472988875,17.81927494624607,17.040388255506823,0.40051372515643213,0,2019
109086,1406627,21800439,75134812.0,7159184.0,15304276.0,18752777.0,6929622.0,27987236.0,0.8602018060278511,0.7020168722290409,10.49488489190947,0.11887892028483671,0.9461237959375,3.207656376085799,8.0,-1112303.2023809,-291027.41666646214,-2349393.892856458,-0.33857078644321936,-0.257397337178908,-0.7521448863341689,16.897440711041874,18.13479456458547,15.783906705642423,16.543642889781605,15.751315968531888,17.147259142792738,0.06452287497513239,1,2019
109651,111931000,143044000,404454000.0,168326000.0,129756000.0,13288000.0,117269376.0,152688000.0,0.0928944940018455,0.9071055059981544,2.402801706212944,0.08132063117552175,0.9239972664640859,2.593686582708099,8.0,1773172.7272727198,2075436.3636363454,1899317.090909142,0.22460790356824875,0.28829714353796204,0.30540080593093927,18.77866284019516,19.818048569825837,18.941413139206986,18.681166329422446,18.579984213896488,18.843907188188474,0.7824934985039568,0,2019
109785,122831435,172761130,402249367.0,188517861.0,179107795.0,-6346665.0,163864375.0,96232956.0,-0.0367366490367364,1.0367366490367365,2.133746716975533,0.0143504963525316,0.984440656784917,1.9332749907370748,8.0,-5323935.290909204,-6604688.145454526,2090708.2454545612,-0.3067159840552461,-0.2681772348402198,0.0577031982171109,18.967420452689662,19.81258277267332,19.054703318983716,19.003498394838477,18.91454966804575,18.382282445323533,0.7109899952610867,0,2019
110060,1779881,3177544,12998084.0,595101.0,3526616.0,-349072.0,12402983.0,,-0.1098559138756221,1.109855913875622,21.84181172607675,-0.07342276704884264,1.1160062864135067,51.97287054331562,7.909090909090909,-144870.87272727207,19381.01818181267,-590249.5545454542,-0.2218876364983641,0.021758554791575645,-0.21053153521242318,14.97161944402257,16.38031259688266,13.296488098406996,15.075849612451346,16.333447646786155,,0.5601436203558472,0,2019
110097,91631000,219124000,522436000.0,147370000.0,165241000.0,54249000.0,145584000.0,141349000.0,0.2475721509282415,0.7540981362151111,3.5450634457487955,0.08272447756772242,0.9159849991692,2.9368646287137334,8.0,569072.7272728337,1596218.181818193,-13798072.72727248,0.27304416532075343,0.1211064447625703,-0.2839309428950863,19.205148342153638,20.074013048176802,18.80845699597509,18.92291557832973,18.796263804447495,18.766742574516112,0.4181696208539457,0,2019
110316,34815758,43034930,49897998.0,20393115.0,45539100.0,-2504173.0,16856951.0,1723671.0,-0.058189312728056,1.058189243017242,2.446806091173418,0.054580081131968154,0.945419912530685,1.8009506606901562,8.0,2081984.5272727122,1861797.7090909097,1883311.4545454343,0.8414547460529861,0.9778088415622201,2.017896174545439,17.57752269271831,17.72549145971731,16.83070795088466,17.634081877517882,16.64027371127663,14.359967456884538,0.8090116098713301,0,2019
110361,227232531,295579828,725493836.0,414477041.0,272705434.0,22874394.0,133880502.0,157607036.0,0.0773882106731586,0.9226117893268412,1.7503836503214178,0.10062657252081536,0.8953312162991115,1.562519724929646,8.0,13800466.681818206,13824313.190909108,3293959.354545485,0.8060894408054086,1.034096688676666,0.5077123454195221,19.50444950722695,20.402363135421286,19.842528143792187,19.423902777943578,18.712458191396248,18.875615385406455,0.7687687368165056,0,2019
110370,47319000,80423000,327988000.0,176555000.0,75954000.0,636000.0,11855000.0,42631000.0,0.0079081854693309,0.9444313193986796,1.8577100620203333,0.09147904766504887,0.9167941697811517,3.0596016213870203,8.0,851390.9090909283,1275972.727272731,-7997836.363636231,0.19343206505609306,0.2601035237905634,-0.8254846829871487,18.20281077532507,19.608487583362194,18.989143006190673,18.145638465012883,16.288260361834233,17.5680922695823,0.5883764594705495,0,2019
110404,53296000,4439859000,7827509000.0,2685192000.0,3595040356.0,844819000.0,2845425000.0,4228841000.0,0.190280592244033,0.8097194879386935,2.9150649190076536,0.057672953169770454,0.9428038252280792,2.396563664748253,8.0,175009754.5454552,132224849.08181888,161398154.5454549,0.9170474976554283,0.6327755719532727,0.9498333809583525,22.213888456354763,22.78091016108433,21.711018071102938,22.002821053925675,21.7689782786051,22.16519379742564,0.012003984811229365,0,2019
110413,70991856,119647514,382692636.0,84859280.0,125938071.0,4860064.0,265691182.0,144984195.0,0.0406198494019691,1.052575743445869,4.509732300344759,0.08354076027124041,0.9170701985702774,3.81620086970868,8.0,-308790.6818181592,2067958.9636363697,14442473.009090818,-0.15540313043822004,0.2736636119543646,0.6160921134709009,18.60006060319366,19.76274271059757,18.256504924923863,18.651300852030445,19.397845226137285,18.79213530134122,0.5933416719381231,0,2019
110918,149649,568764,474102.0,31249.0,571754.0,-158752.0,482642.0,110430.0,-0.2791175250191643,1.0052570134537349,15.171749495983873,-0.2531770456609104,1.2295001887388095,268.76043888677475,8.0,-26330.81666668217,4590.916666671765,-19497.500000029457,0.16741139693884044,0.07805090514161163,0.11323518218240614,13.251222622525892,13.06917987664914,10.349774655164548,13.256465856927681,13.087032528908354,11.612146170510453,0.26311264426018527,1,2019
111045,397937,845937,1046575.0,591786.0,820120.0,18064.0,454789.0,,0.0213538360421638,0.969481178858473,1.7685024654182424,0.40607949049886977,1.1321256337911898,7.041478142150414,8.0,103915.34285714355,8260.371428561175,82727.85714285684,1.612279244420701,0.02192327725207657,1.24011920007881,13.648201349850797,13.861034441260411,13.290902051826269,13.617207169329996,13.027591052929889,,0.4704097350039069,0,2019
111081,50458284,114396396,388517359.0,67111404.0,91578479.0,25824586.0,193341306.0,249311896.0,0.2257464999159588,0.800536399765601,5.789140680174118,0.11991693873208953,0.8938086222289403,12.390028282432347,8.0,3262100.4545454904,2682291.236363649,9230329.536363682,0.40938171186825983,0.49094806269913555,0.7504536332328268,18.555180141658756,19.77784841145833,18.021864557692354,18.33270686754511,19.079967615089604,19.334215268975683,0.44108281173473335,0,2019
111391,26758639,32605802,77247675.0,12493803.0,27863249.0,4742553.0,9599885.0,35357357.0,0.1454511991454772,0.8545488008545228,6.182879224204192,-0.03445488130299882,1.0344548813029988,4.4997863763984185,8.0,1022873.8636363617,101871.53636364065,-6333535.781818143,0.1667738046776012,-0.008661495063720583,-0.8472084571132079,17.300000836630694,18.162527389147197,16.34074339938259,17.142819174214385,16.077261781367557,17.38101707574768,0.8206710879247809,0,2019
111638,11940165,12040910,38975393.0,35281704.0,11438565.0,602345.0,0.0,,0.0500248735353058,0.949975126464694,1.104691343706075,0.03302509416695793,0.9402027997991727,1.271640113364014,7.818181818181818,218898.81818182324,115835.52727273478,-555041.7454545463,0.2588601005067365,0.21213702724036906,-1.0,16.303820659434365,17.478441081901277,17.37887511559952,16.25250118640865,0.0,,0.9916331074644691,0,2019
